PV MassSpec-24.10.00
EXPORTED RUN DATA
Run Path and Name: c:\Pfeiffer Vacuum\data\002-11-2025\100PPMCH4-TR1, Position 1, RGA PrismaPro A 200 47505932, 002-11-2025 16'54'02.isi
02/11/2025 16:54:02
SensorID:  RGA PrismaPro A 200 47505932
26 Bins
467 TimePoints

Time Relative (sec)	Time Absolute (UTC)	Time Absolute (Date_Time)	Step	Ionizer_State	Pressure_(mBar)	External_Pressure_(mBar)	16_amu_(Methane)	18_amu_(Water)	28_amu_(Nitrogen)	32_amu_(Oxygen)	44_amu_(CO2)	Periph:_Digital_In_0	Periph:_Digital_In_1	Periph:_Digital_In_13	Periph:_Digital_In_14	Periph:_Digital_In_15	Periph:_Digital_In_16	Periph:_Digital_In_17	Periph:_Digital_Out_2	Periph:_Digital_Out_3	Periph:_Digital_Out_4	Periph:_Digital_Out_5	Periph:_Digital_Out_6	Periph:_Digital_Out_7	Periph:_Digital_Out_8	Periph:_Digital_Out_9	Periph:_Digital_Out_10	Periph:_Digital_Out_11
75.19	1739289317.344	02/11/2025_16:55:17.344	1	3	1.470770076e-05	3.461022516e-06	1.332580601e-09	1.538063427e-10	2.012805922e-08	4.405351639e-09	8.240606114e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
75.427	1739289317.581	02/11/2025_16:55:17.581	1	3	1.472830627e-05	3.409673354e-06	1.339021116e-09	1.527877685e-10	2.004471789e-08	4.43850956e-09	7.761160638e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
75.663	1739289317.817	02/11/2025_16:55:17.817	1	3	1.471637279e-05	3.399233037e-06	1.340097366e-09	1.540876593e-10	2.002430577e-08	4.438394097e-09	8.035813334e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
75.9	1739289318.054	02/11/2025_16:55:18.054	1	3	1.47507817e-05	3.431960749e-06	1.342539191e-09	1.535365723e-10	2.011826972e-08	4.443265311e-09	7.926886578e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
76.137	1739289318.291	02/11/2025_16:55:18.291	1	3	1.476063335e-05	3.462349014e-06	1.339932165e-09	1.550193446e-10	2.01689101e-08	4.450325441e-09	8.444196731e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
76.374	1739289318.528	02/11/2025_16:55:18.528	1	3	1.477145088e-05	3.495684041e-06	1.360960455e-09	1.545039791e-10	2.018219369e-08	4.457584524e-09	7.859277465e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
76.611	1739289318.765	02/11/2025_16:55:18.765	1	3	1.478429931e-05	3.461022516e-06	1.348021139e-09	1.529854715e-10	2.023182866e-08	4.434583367e-09	8.041398276e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
76.847	1739289319.001	02/11/2025_16:55:19.001	1	3	1.487921327e-05	3.474313871e-06	1.339189204e-09	1.546190537e-10	2.011962152e-08	4.4272781e-09	8.35444821e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
77.084	1739289319.238	02/11/2025_16:55:19.238	1	3	1.475398039e-05	3.495684041e-06	1.341051603e-09	1.546067163e-10	2.013651113e-08	4.475672277e-09	7.857593916e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
77.321	1739289319.475	02/11/2025_16:55:19.475	1	3	1.48864865e-05	3.434591918e-06	1.336118327e-09	1.546913292e-10	2.011560163e-08	4.468555748e-09	7.753324892e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
77.558	1739289319.712	02/11/2025_16:55:19.712	1	3	1.482107746e-05	3.461022516e-06	1.335358157e-09	1.539694344e-10	2.015281453e-08	4.461324199e-09	7.767331917e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
77.795	1739289319.949	02/11/2025_16:55:19.949	1	3	1.477750266e-05	3.431960749e-06	1.333800626e-09	1.547145329e-10	2.018552969e-08	4.424904443e-09	7.904138281e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
78.031	1739289320.185	02/11/2025_16:55:20.185	1	3	1.477765454e-05	3.497031912e-06	1.341139977e-09	1.550702206e-10	2.015046086e-08	4.444215662e-09	8.216523815e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
78.268	1739289320.422	02/11/2025_16:55:20.422	1	3	1.475246881e-05	3.428017862e-06	1.335102473e-09	1.554412987e-10	2.016702716e-08	4.428546418e-09	7.887745145e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
78.505	1739289320.659	02/11/2025_16:55:20.659	1	3	1.471479845e-05	3.534758207e-06	1.34457856e-09	1.523789289e-10	2.014418499e-08	4.410443566e-09	8.571517628e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
78.742	1739289320.896	02/11/2025_16:55:20.896	1	3	1.476357102e-05	3.462349014e-06	1.34917133e-09	1.531742233e-10	2.008245836e-08	4.459075331e-09	8.135969329e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
78.979	1739289321.133	02/11/2025_16:55:21.133	1	3	1.478037029e-05	3.470318461e-06	1.34671363e-09	1.539034594e-10	2.006638056e-08	4.430174005e-09	8.128068531e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
79.215	1739289321.369	02/11/2025_16:55:21.369	1	3	1.490549766e-05	3.476977554e-06	1.344472311e-09	1.535922778e-10	2.014025036e-08	4.460177561e-09	8.260397574e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
79.452	1739289321.606	02/11/2025_16:55:21.606	1	3	1.474608234e-05	3.474313871e-06	1.340740408e-09	1.561145518e-10	2.009390698e-08	4.452550328e-09	8.24922422e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
79.689	1739289321.843	02/11/2025_16:55:21.843	1	3	1.478655759e-05	3.51314884e-06	1.343114509e-09	1.523737247e-10	2.01280006e-08	4.462044956e-09	7.927675877e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
79.926	1739289322.080	02/11/2025_16:55:22.080	1	3	1.477033038e-05	3.506424264e-06	1.341482592e-09	1.556517137e-10	2.022753876e-08	4.41770398e-09	7.72960515e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
80.163	1739289322.317	02/11/2025_16:55:22.317	1	3	1.487430018e-05	3.399233037e-06	1.345054512e-09	1.550435752e-10	2.007944211e-08	4.452379354e-09	8.564601285e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
80.399	1739289322.553	02/11/2025_16:55:22.553	1	3	1.460170279e-05	3.420138e-06	1.350550671e-09	1.523565579e-10	2.010493994e-08	4.433218681e-09	8.442015316e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
80.636	1739289322.790	02/11/2025_16:55:22.790	1	3	1.467041329e-05	3.495684041e-06	1.34001088e-09	1.522780513e-10	2.014678735e-08	4.445308566e-09	8.102985297e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
80.873	1739289323.027	02/11/2025_16:55:23.027	1	3	1.475190584e-05	3.475641734e-06	1.338003819e-09	1.538484756e-10	2.002978583e-08	4.439863144e-09	7.77971524e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
81.11	1739289323.264	02/11/2025_16:55:23.264	1	3	1.475179397e-05	3.488993116e-06	1.336640243e-09	1.530123805e-10	2.009217326e-08	4.425012357e-09	8.467965912e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
81.347	1739289323.501	02/11/2025_16:55:23.501	1	3	1.480461196e-05	3.486320111e-06	1.334851563e-09	1.530709032e-10	2.006526856e-08	4.426673694e-09	8.325118372e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
81.583	1739289323.737	02/11/2025_16:55:23.737	1	3	1.474899e-05	3.495684041e-06	1.345069944e-09	1.528887295e-10	2.018250811e-08	4.442415769e-09	7.853417569e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
81.82	1739289323.974	02/11/2025_16:55:23.974	1	3	1.477206297e-05	3.502392019e-06	1.341281308e-09	1.527565852e-10	2.008484401e-08	4.429546951e-09	7.768727502e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
82.057	1739289324.211	02/11/2025_16:55:24.211	1	3	1.47667597e-05	3.491668167e-06	1.335221711e-09	1.532992761e-10	2.005878841e-08	4.425210864e-09	7.746038186e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
82.294	1739289324.448	02/11/2025_16:55:24.448	1	3	1.476321358e-05	3.501050287e-06	1.341110001e-09	1.52366772e-10	2.00687289e-08	4.428435396e-09	8.225485397e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
82.531	1739289324.685	02/11/2025_16:55:24.685	1	3	1.477040769e-05	3.509108865e-06	1.339914402e-09	1.538767308e-10	2.006799171e-08	4.428796441e-09	7.721313172e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
82.767	1739289324.921	02/11/2025_16:55:24.921	1	3	1.47888295e-05	3.488993116e-06	1.339980349e-09	1.550835849e-10	2.005499056e-08	4.392519237e-09	7.683066856e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
83.004	1739289325.158	02/11/2025_16:55:25.158	1	3	1.47941355e-05	3.483645742e-06	1.346085465e-09	1.533596722e-10	2.004342115e-08	4.440650958e-09	7.738734133e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
83.241	1739289325.395	02/11/2025_16:55:25.395	1	3	1.48254494e-05	3.416212394e-06	1.339918954e-09	1.535719746e-10	1.996392918e-08	4.381535579e-09	7.825366223e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
83.478	1739289325.632	02/11/2025_16:55:25.632	1	3	1.475329645e-05	3.4903303e-06	1.335155542e-09	1.508133618e-10	1.996458288e-08	4.386807806e-09	8.260211092e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
83.715	1739289325.869	02/11/2025_16:55:25.869	1	3	1.479897128e-05	3.515842309e-06	1.34472633e-09	1.527350607e-10	2.002373556e-08	4.407485044e-09	7.709145822e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
83.951	1739289326.105	02/11/2025_16:55:26.105	1	3	1.477678143e-05	3.523934993e-06	1.32865341e-09	1.512450998e-10	1.997985422e-08	4.418006849e-09	7.907895692e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
84.188	1739289326.342	02/11/2025_16:55:26.342	1	3	1.489135684e-05	3.502392019e-06	1.346400991e-09	1.527052651e-10	1.999239885e-08	4.424357769e-09	7.620979368e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
84.425	1739289326.579	02/11/2025_16:55:26.579	1	3	1.475128829e-05	3.523934993e-06	1.340227707e-09	1.512924785e-10	2.003154798e-08	4.395819264e-09	8.159704683e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
84.662	1739289326.816	02/11/2025_16:55:26.816	1	3	1.475733916e-05	3.480980467e-06	1.333308131e-09	1.511669401e-10	2.005984356e-08	4.429486111e-09	8.069791363e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
84.899	1739289327.053	02/11/2025_16:55:27.053	1	3	1.466300091e-05	3.475641734e-06	1.329569677e-09	1.504172759e-10	2.001767285e-08	4.42333592e-09	7.639717851e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
85.135	1739289327.289	02/11/2025_16:55:27.289	1	3	1.470323605e-05	3.468992873e-06	1.329584109e-09	1.523525472e-10	1.998504118e-08	4.393516662e-09	7.843972867e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
85.372	1739289327.526	02/11/2025_16:55:27.526	1	3	1.472255281e-05	3.480980467e-06	1.338223199e-09	1.523639409e-10	1.992484222e-08	4.41448611e-09	8.003650694e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
85.609	1739289327.763	02/11/2025_16:55:27.763	1	3	1.478909144e-05	3.455721753e-06	1.327170374e-09	1.54543045e-10	2.001369559e-08	4.393664099e-09	8.544322368e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
85.846	1739289328.000	02/11/2025_16:55:28.000	1	3	1.475406862e-05	3.491668167e-06	1.339793165e-09	1.514294384e-10	1.999517174e-08	4.416793153e-09	8.303501116e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
86.083	1739289328.237	02/11/2025_16:55:28.237	1	3	1.47710598e-05	3.470318461e-06	1.335149991e-09	1.541358569e-10	2.001034183e-08	4.401695008e-09	7.609759177e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
86.319	1739289328.473	02/11/2025_16:55:28.473	1	3	1.475540103e-05	3.487660251e-06	1.332815303e-09	1.526359039e-10	1.992664522e-08	4.415829924e-09	8.198323964e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
86.556	1739289328.710	02/11/2025_16:55:28.710	1	3	1.474291093e-05	3.466331691e-06	1.32791067e-09	1.514300491e-10	1.997698895e-08	4.401409459e-09	8.354082183e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
86.793	1739289328.947	02/11/2025_16:55:28.947	1	3	1.477921614e-05	3.472982826e-06	1.318788079e-09	1.527838689e-10	1.999027077e-08	4.400794396e-09	8.109794086e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
87.03	1739289329.184	02/11/2025_16:55:29.184	1	3	1.475053978e-05	3.428017862e-06	1.335082267e-09	1.532168004e-10	2.009429956e-08	4.454162372e-09	7.538141118e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
87.267	1739289329.421	02/11/2025_16:55:29.421	1	3	1.487498594e-05	3.373274239e-06	1.34157041e-09	1.539795236e-10	2.009568334e-08	4.468220016e-09	7.881511416e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
87.503	1739289329.657	02/11/2025_16:55:29.657	1	3	1.479300408e-05	3.475641734e-06	1.345978551e-09	1.532912547e-10	2.008019528e-08	4.457061387e-09	8.143249963e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
87.74	1739289329.894	02/11/2025_16:55:29.894	1	3	1.474363671e-05	3.501050287e-06	1.343037459e-09	1.527440258e-10	2.013603151e-08	4.410617649e-09	8.438316018e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
87.977	1739289330.131	02/11/2025_16:55:30.131	1	3	1.471660289e-05	3.480980467e-06	1.342497113e-09	1.55268326e-10	2.013924849e-08	4.454615787e-09	8.024463038e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
88.214	1739289330.368	02/11/2025_16:55:30.368	1	3	1.471766154e-05	3.494341172e-06	1.347054135e-09	1.52610341e-10	2.01485868e-08	4.442016976e-09	8.163760466e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
88.451	1739289330.605	02/11/2025_16:55:30.605	1	3	1.475649242e-05	3.534758207e-06	1.349909295e-09	1.52933971e-10	2.016657952e-08	4.442372248e-09	8.072598146e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
88.687	1739289330.841	02/11/2025_16:55:30.841	1	3	1.471753876e-05	3.438542535e-06	1.335585864e-09	1.53271229e-10	2.003706356e-08	4.399521636e-09	7.870869755e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
88.924	1739289331.078	02/11/2025_16:55:31.078	1	3	1.47479077e-05	3.414903404e-06	1.332073674e-09	1.541024947e-10	2.003287847e-08	4.447711532e-09	7.571719293e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
89.161	1739289331.315	02/11/2025_16:55:31.315	1	3	1.475881618e-05	3.457042112e-06	1.336250111e-09	1.5232203e-10	1.997983112e-08	4.415830812e-09	7.931459309e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
89.398	1739289331.552	02/11/2025_16:55:31.552	1	3	1.49045336e-05	3.498364322e-06	1.333515076e-09	1.505283953e-10	2.002530941e-08	4.426973454e-09	7.301640195e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
89.635	1739289331.789	02/11/2025_16:55:31.789	1	3	1.472688655e-05	3.488993116e-06	1.33046929e-09	1.529148197e-10	1.995307031e-08	4.393870601e-09	8.171945759e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
89.871	1739289332.025	02/11/2025_16:55:32.025	1	3	1.471035739e-05	3.521235385e-06	1.339207634e-09	1.510115089e-10	2.002165189e-08	4.426549349e-09	8.249577237e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
90.108	1739289332.262	02/11/2025_16:55:32.262	1	3	1.475634326e-05	3.416212394e-06	1.326814658e-09	1.523951382e-10	2.002253474e-08	4.407138654e-09	7.712264855e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
90.345	1739289332.499	02/11/2025_16:55:32.499	1	3	1.47628316e-05	3.493006034e-06	1.346330047e-09	1.512989178e-10	1.998814092e-08	4.437845202e-09	7.558380137e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
90.582	1739289332.736	02/11/2025_16:55:32.736	1	3	1.488065391e-05	3.548336508e-06	1.336930011e-09	1.517283382e-10	2.001736199e-08	4.429030032e-09	8.08477417e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
90.819	1739289332.973	02/11/2025_16:55:32.973	1	3	1.482255175e-05	3.425387831e-06	1.340439537e-09	1.516816395e-10	1.993127619e-08	4.407535226e-09	8.107049754e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
91.055	1739289333.209	02/11/2025_16:55:33.209	1	3	1.484292716e-05	3.443820788e-06	1.331437849e-09	1.500606306e-10	1.990720122e-08	4.385160679e-09	8.124095147e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
91.292	1739289333.446	02/11/2025_16:55:33.446	1	3	1.474588771e-05	3.493006034e-06	1.320153986e-09	1.497373892e-10	1.986915343e-08	4.394891562e-09	8.098285931e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
91.529	1739289333.683	02/11/2025_16:55:33.683	1	3	1.46817265e-05	3.459692834e-06	1.325223375e-09	1.522106746e-10	1.99052721e-08	4.396358388e-09	7.972238321e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
91.766	1739289333.920	02/11/2025_16:55:33.920	1	3	1.474846522e-05	3.461022516e-06	1.328946175e-09	1.528207977e-10	1.994439636e-08	4.412183063e-09	8.035245212e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
92.003	1739289334.157	02/11/2025_16:55:34.157	1	3	1.475491536e-05	3.468992873e-06	1.321505017e-09	1.510931935e-10	2.006452604e-08	4.409737464e-09	8.127612298e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
92.239	1739289334.393	02/11/2025_16:55:34.393	1	3	1.477724891e-05	3.446464689e-06	1.340073719e-09	1.55157262e-10	2.01389998e-08	4.423925226e-09	8.089751959e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
92.476	1739289334.630	02/11/2025_16:55:34.630	1	3	1.474569581e-05	3.455721753e-06	1.338385069e-09	1.530652965e-10	2.012071221e-08	4.456057301e-09	8.087343295e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
92.713	1739289334.867	02/11/2025_16:55:34.867	1	3	1.479933326e-05	3.446464689e-06	1.339022226e-09	1.532975274e-10	2.006684774e-08	4.453901248e-09	8.346563891e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
92.95	1739289335.104	02/11/2025_16:55:35.104	1	3	1.475216231e-05	3.52528923e-06	1.346161183e-09	1.517438397e-10	2.006891009e-08	4.400956044e-09	8.556614618e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
93.187	1739289335.341	02/11/2025_16:55:35.341	1	3	1.47472083e-05	3.438542535e-06	1.328476995e-09	1.521690274e-10	1.997717369e-08	4.373371443e-09	8.39917285e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
93.423	1739289335.577	02/11/2025_16:55:35.577	1	3	1.470195366e-05	3.468992873e-06	1.329973021e-09	1.510924164e-10	2.00044763e-08	4.405216636e-09	7.948773584e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
93.66	1739289335.814	02/11/2025_16:55:35.814	1	3	1.471951691e-05	3.450425311e-06	1.326592725e-09	1.507921982e-10	1.991552345e-08	4.39949277e-09	7.699131263e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
93.897	1739289336.051	02/11/2025_16:55:36.051	1	3	1.478136619e-05	3.499704917e-06	1.336695643e-09	1.537332206e-10	2.003111099e-08	4.413734711e-09	7.989409481e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
94.134	1739289336.288	02/11/2025_16:55:36.288	1	3	1.471082487e-05	3.476977554e-06	1.333614663e-09	1.522056231e-10	1.998499499e-08	4.428954092e-09	8.194066953e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
94.371	1739289336.525	02/11/2025_16:55:36.525	1	3	1.475037243e-05	3.467663646e-06	1.346256107e-09	1.541410055e-10	2.004951938e-08	4.369321793e-09	7.791330081e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
94.607	1739289336.761	02/11/2025_16:55:36.761	1	3	1.472569966e-05	3.422763712e-06	1.336520006e-09	1.536528543e-10	1.998985688e-08	4.390157571e-09	7.425106537e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
94.844	1739289336.998	02/11/2025_16:55:36.998	1	3	1.484640052e-05	3.447778226e-06	1.329137023e-09	1.540289563e-10	1.998998478e-08	4.409943521e-09	7.878374168e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
95.081	1739289337.235	02/11/2025_16:55:37.235	1	3	1.473752218e-05	3.470318461e-06	1.324136689e-09	1.517216908e-10	1.993958243e-08	4.432263001e-09	8.027935955e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
95.318	1739289337.472	02/11/2025_16:55:37.472	1	3	1.487541067e-05	3.480980467e-06	1.345077716e-09	1.547002387e-10	2.014057188e-08	4.423232447e-09	8.08219984e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
95.555	1739289337.709	02/11/2025_16:55:37.709	1	3	1.479523962e-05	3.480980467e-06	1.339076849e-09	1.520311516e-10	2.002298238e-08	4.425117606e-09	7.655101379e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
95.791	1739289337.945	02/11/2025_16:55:37.945	1	3	1.489772694e-05	3.487660251e-06	1.331287858e-09	1.510449404e-10	2.004697919e-08	4.464239645e-09	7.643763227e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
96.028	1739289338.182	02/11/2025_16:55:38.182	1	3	1.473703469e-05	3.491668167e-06	1.337518096e-09	1.544397943e-10	2.008832034e-08	4.402847864e-09	7.925403389e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
96.265	1739289338.419	02/11/2025_16:55:38.419	1	3	1.472460917e-05	3.482314924e-06	1.340634714e-09	1.506724884e-10	2.006714084e-08	4.407758158e-09	8.096389878e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
96.502	1739289338.656	02/11/2025_16:55:38.656	1	3	1.472540953e-05	3.430646075e-06	1.346768252e-09	1.529648908e-10	2.012592937e-08	4.439145496e-09	7.614747374e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
96.739	1739289338.893	02/11/2025_16:55:38.893	1	3	1.474770488e-05	3.447778226e-06	1.340782818e-09	1.536729355e-10	2.009716127e-08	4.419175692e-09	7.738425352e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
96.975	1739289339.129	02/11/2025_16:55:39.129	1	3	1.481391064e-05	3.446464689e-06	1.322812748e-09	1.533936311e-10	2.002985866e-08	4.436380152e-09	8.417655462e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
97.212	1739289339.366	02/11/2025_16:55:39.366	1	3	1.479548337e-05	3.463675739e-06	1.337449929e-09	1.530810201e-10	1.99898782e-08	4.395300124e-09	8.186853973e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
97.449	1739289339.603	02/11/2025_16:55:39.603	1	3	1.471955875e-05	3.382338491e-06	1.342279954e-09	1.528597526e-10	2.005294242e-08	4.422414435e-09	7.82242153e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
97.686	1739289339.840	02/11/2025_16:55:39.840	1	3	1.475592489e-05	3.494341172e-06	1.340678457e-09	1.499733671e-10	2.007377198e-08	4.432346046e-09	7.620288948e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
97.923	1739289340.077	02/11/2025_16:55:40.077	1	3	1.477141177e-05	3.494341172e-06	1.345539236e-09	1.535225003e-10	2.011151778e-08	4.407568088e-09	7.936018162e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
98.159	1739289340.313	02/11/2025_16:55:40.313	1	3	1.470106417e-05	3.517189725e-06	1.332136401e-09	1.517922732e-10	1.99724397e-08	4.44197612e-09	8.00967799e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
98.396	1739289340.550	02/11/2025_16:55:40.550	1	3	1.469176823e-05	3.502392019e-06	1.328448684e-09	1.520471804e-10	2.000615851e-08	4.424607347e-09	8.430969464e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
98.633	1739289340.787	02/11/2025_16:55:40.787	1	3	1.465589867e-05	3.435908184e-06	1.328322341e-09	1.537823341e-10	2.003367783e-08	4.399337339e-09	7.836166611e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
98.87	1739289341.024	02/11/2025_16:55:41.024	1	3	1.471108499e-05	3.450425311e-06	1.334959587e-09	1.525330695e-10	1.998510868e-08	4.358116534e-09	8.019211163e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
99.107	1739289341.261	02/11/2025_16:55:41.261	1	3	1.473202792e-05	3.445140692e-06	1.320411225e-09	1.528396021e-10	1.986780696e-08	4.384707708e-09	8.864979063e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
99.343	1739289341.497	02/11/2025_16:55:41.497	1	3	1.486342808e-05	3.438542535e-06	1.347764123e-09	1.524009391e-10	2.02412096e-08	4.426272682e-09	8.249153097e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
99.58	1739289341.734	02/11/2025_16:55:41.734	1	3	1.471185078e-05	3.478314056e-06	1.35333611e-09	1.546792139e-10	2.016115097e-08	4.449843161e-09	7.949444054e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
99.817	1739289341.971	02/11/2025_16:55:41.971	1	3	1.473491375e-05	3.453074441e-06	1.347867262e-09	1.556190871e-10	2.01257464e-08	4.453075242e-09	7.942168624e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
100.054	1739289342.208	02/11/2025_16:55:42.208	1	3	1.487118971e-05	3.467663646e-06	1.338459121e-09	1.531549054e-10	2.01114112e-08	4.412163968e-09	7.740833148e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
