PV MassSpec-24.10.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EXPORTED RUN DATA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Run Path and Name: C:\Pfeiffer Vacuum\data\007-30-2026\400c-100h-ch4.isi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/30/2026 12:18:36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SensorID:  RGA PrismaPro A 200 47505932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39 Bins;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4157 TimePoints;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time Relative (sec);Time Absolute (UTC);Time Absolute (Date_Time);Step;Ionizer_State;Pressure_(mBar);External_Pressure_(mBar);12_amu_(Methane_/_CH4);13_amu_(Methane_/_CH4);14_amu_(Nitrogen_/_N2);15_amu_(Methane_/_CH4);16_amu_(Oxygen_/_O2);17_amu_(Water_/_H2O);18_amu_(Water_/_H2O);22_amu_(Carbon_dioxide_/_CO2);28_amu_(Nitrogen_/_N2);29_amu_(Nitrogen_/_N2);32_amu_(Oxygen_/_O2);44_amu_(Carbon_dioxide_/_CO2);45_amu_(Carbon_dioxide_/_CO2);Periph:_Digital_In_0;Periph:_Digital_In_1;Periph:_Digital_In_13;Periph:_Digital_In_14;Periph:_Digital_In_15;Periph:_Digital_In_16;Periph:_Digital_In_17;Periph:_Digital_Out_2;Periph:_Digital_Out_3;Periph:_Digital_Out_4;Periph:_Digital_Out_5;Periph:_Digital_Out_6;Periph:_Digital_Out_7;Periph:_Digital_Out_8;Periph:_Digital_Out_9;Periph:_Digital_Out_10;Periph:_Digital_Out_11;Sig:_MCD;Sig:_MCD_CH4;Sig:_MCD_CO2;Sig:_MCD_N2;Sig:_MCD_O2
5950,003;1785412666,401;07/30/2026_13:57:46.401;1;3;2,78×10^-05;5,65×10^-06;1,55×10^-12;2,11×10^-13;2,01×10^-10;2,52×10^-12;7,00×10^-11;8,05×10^-12;2,99×10^-11;2,43×10^-13;1,26×10^-09;8,78×10^-12;2,68×10^-10;1,27×10^-11;1,12×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1638229027;0,9551920126;78,84855854;20,03242655
5951,87;1785412668,268;07/30/2026_13:57:48.268;1;3;2,78×10^-05;5,62×10^-06;1,56×10^-12;2,08×10^-13;2,00×10^-10;2,56×10^-12;7,00×10^-11;7,95×10^-12;2,97×10^-11;2,65×10^-13;1,26×10^-09;8,71×10^-12;2,68×10^-10;1,28×10^-11;1,23×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1654546497;0,9580920254;78,91314399;19,96330934
5953,736;1785412670,134;07/30/2026_13:57:50.134;1;3;2,79×10^-05;5,63×10^-06;1,49×10^-12;2,68×10^-13;2,01×10^-10;2,60×10^-12;7,07×10^-11;8,08×10^-12;2,99×10^-11;3,34×10^-13;1,27×10^-09;9,06×10^-12;2,70×10^-10;1,27×10^-11;1,04×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1668260162;0,9482761234;78,89614654;19,98875132
5955,603;1785412672,001;07/30/2026_13:57:52.001;1;3;2,78×10^-05;5,67×10^-06;1,55×10^-12;2,49×10^-13;2,01×10^-10;2,63×10^-12;7,03×10^-11;8,03×10^-12;3,01×10^-11;2,73×10^-13;1,27×10^-09;8,96×10^-12;2,70×10^-10;1,29×10^-11;1,89×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4,24×10^-22;0,1683226944;0,9545529046;78,95377904;19,92334536
5957,469;1785412673,867;07/30/2026_13:57:53.867;1;3;2,78×10^-05;5,66×10^-06;1,61×10^-12;3,03×10^-13;2,02×10^-10;2,62×10^-12;7,04×10^-11;8,05×10^-12;2,98×10^-11;3,82×10^-13;1,27×10^-09;8,89×10^-12;2,71×10^-10;1,30×10^-11;1,51×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1678320428;0,9626271928;78,88224738;19,98729339
5959,335;1785412675,733;07/30/2026_13:57:55.733;1;3;2,78×10^-05;5,71×10^-06;1,51×10^-12;2,78×10^-13;2,01×10^-10;2,64×10^-12;7,04×10^-11;7,95×10^-12;3,00×10^-11;3,31×10^-13;1,26×10^-09;8,76×10^-12;2,69×10^-10;1,29×10^-11;1,42×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4,24×10^-22;0,1700702708;0,9617338348;78,88459657;19,98359932
5961,202;1785412677,6;07/30/2026_13:57:57.600;1;3;2,79×10^-05;5,66×10^-06;1,55×10^-12;3,19×10^-13;2,01×10^-10;2,61×10^-12;7,02×10^-11;7,95×10^-12;3,00×10^-11;2,74×10^-13;1,26×10^-09;8,82×10^-12;2,68×10^-10;1,27×10^-11;1,83×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1686445621;0,9499614168;78,91284652;19,96854751
5963,068;1785412679,466;07/30/2026_13:57:59.466;1;3;2,78×10^-05;5,69×10^-06;1,58×10^-12;2,89×10^-13;2,01×10^-10;2,62×10^-12;7,02×10^-11;7,99×10^-12;3,00×10^-11;2,58×10^-13;1,26×10^-09;8,79×10^-12;2,70×10^-10;1,28×10^-11;1,56×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4,24×10^-22;0,1685743702;0,95740046;78,83711236;20,03691281
5964,935;1785412681,333;07/30/2026_13:58:01.333;1;3;2,78×10^-05;5,72×10^-06;1,59×10^-12;3,36×10^-13;2,02×10^-10;2,60×10^-12;7,06×10^-11;7,95×10^-12;2,98×10^-11;3,25×10^-13;1,26×10^-09;8,91×10^-12;2,68×10^-10;1,29×10^-11;1,54×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1677657124;0,965199203;78,89964436;19,96739072
5966,801;1785412683,199;07/30/2026_13:58:03.199;1;3;2,77×10^-05;5,59×10^-06;1,65×10^-12;3,27×10^-13;2,01×10^-10;2,59×10^-12;7,06×10^-11;7,99×10^-12;2,99×10^-11;3,29×10^-13;1,26×10^-09;8,86×10^-12;2,69×10^-10;1,28×10^-11;1,93×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1668566633;0,9606462292;78,86016896;20,01232815
5968,667;1785412685,065;07/30/2026_13:58:05.065;1;3;2,78×10^-05;5,61×10^-06;1,58×10^-12;3,80×10^-13;2,02×10^-10;2,63×10^-12;7,04×10^-11;7,95×10^-12;2,99×10^-11;2,50×10^-13;1,27×10^-09;8,96×10^-12;2,70×10^-10;1,26×10^-11;1,60×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4,24×10^-22;0,1696611831;0,9381421761;78,86714119;20,02505545
5970,534;1785412686,932;07/30/2026_13:58:06.932;1;3;2,78×10^-05;5,72×10^-06;1,61×10^-12;3,28×10^-13;2,01×10^-10;2,62×10^-12;7,01×10^-11;7,94×10^-12;2,98×10^-11;2,89×10^-13;1,26×10^-09;8,89×10^-12;2,68×10^-10;1,30×10^-11;1,70×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4,24×10^-22;0,1694088676;0,9752034652;78,88873068;19,96665699
5972,4;1785412688,798;07/30/2026_13:58:08.798;1;3;2,78×10^-05;5,66×10^-06;1,59×10^-12;1,94×10^-13;2,00×10^-10;2,55×10^-12;6,99×10^-11;8,01×10^-12;3,01×10^-11;2,90×10^-13;1,27×10^-09;8,95×10^-12;2,70×10^-10;1,29×10^-11;1,36×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1637854813;0,9646253609;78,84968106;20,0219081
5974,267;1785412690,665;07/30/2026_13:58:10.665;1;3;2,78×10^-05;5,62×10^-06;1,55×10^-12;2,58×10^-13;2,01×10^-10;2,57×10^-12;6,99×10^-11;8,03×10^-12;2,99×10^-11;2,75×10^-13;1,25×10^-09;8,73×10^-12;2,66×10^-10;1,26×10^-11;1,80×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1671529676;0,9527763978;78,92867338;19,95139726
5976,133;1785412692,531;07/30/2026_13:58:12.531;1;3;2,77×10^-05;5,61×10^-06;1,67×10^-12;2,91×10^-13;2,00×10^-10;2,56×10^-12;6,99×10^-11;7,93×10^-12;2,95×10^-11;3,14×10^-13;1,25×10^-09;8,75×10^-12;2,65×10^-10;1,28×10^-11;1,61×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1668950165;0,9665066374;78,9129767;19,95362165
5977,999;1785412694,397;07/30/2026_13:58:14.397;1;3;2,77×10^-05;5,62×10^-06;1,55×10^-12;3,62×10^-13;1,99×10^-10;2,58×10^-12;6,99×10^-11;7,97×10^-12;2,96×10^-11;2,82×10^-13;1,26×10^-09;8,82×10^-12;2,67×10^-10;1,28×10^-11;1,53×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1674827558;0,9633463231;78,90544158;19,96372935
5979,866;1785412696,264;07/30/2026_13:58:16.264;1;3;2,77×10^-05;5,60×10^-06;1,63×10^-12;2,91×10^-13;2,00×10^-10;2,62×10^-12;7,03×10^-11;7,94×10^-12;2,97×10^-11;2,59×10^-13;1,26×10^-09;8,73×10^-12;2,68×10^-10;1,29×10^-11;1,70×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1701812336;0,9705514449;78,8508185;20,00844883
5981,732;1785412698,13;07/30/2026_13:58:18.130;1;3;2,77×10^-05;5,63×10^-06;1,59×10^-12;3,23×10^-13;2,00×10^-10;2,61×10^-12;6,98×10^-11;8,02×10^-12;2,99×10^-11;1,94×10^-13;1,26×10^-09;8,85×10^-12;2,68×10^-10;1,28×10^-11;1,62×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1687415343;0,9564774211;78,90894945;19,9658316
5983,599;1785412699,997;07/30/2026_13:58:19.997;1;3;2,78×10^-05;5,70×10^-06;1,61×10^-12;3,38×10^-13;2,00×10^-10;2,59×10^-12;6,98×10^-11;7,83×10^-12;2,97×10^-11;2,79×10^-13;1,26×10^-09;8,81×10^-12;2,68×10^-10;1,29×10^-11;1,49×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1675467659;0,9670546232;78,86682813;19,99857048
5985,465;1785412701,863;07/30/2026_13:58:21.863;1;3;2,78×10^-05;5,65×10^-06;1,65×10^-12;3,36×10^-13;2,00×10^-10;2,57×10^-12;6,99×10^-11;7,97×10^-12;2,98×10^-11;2,47×10^-13;1,27×10^-09;8,91×10^-12;2,70×10^-10;1,28×10^-11;1,71×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1650291531;0,9552909391;78,89901253;19,98066737
5987,331;1785412703,729;07/30/2026_13:58:23.729;1;3;2,78×10^-05;5,70×10^-06;1,66×10^-12;3,28×10^-13;2,02×10^-10;2,63×10^-12;7,06×10^-11;7,95×10^-12;2,97×10^-11;2,17×10^-13;1,26×10^-09;8,83×10^-12;2,68×10^-10;1,28×10^-11;2,03×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4,24×10^-22;0,1705182912;0,9597061632;78,87930557;19,99046998
5989,198;1785412705,596;07/30/2026_13:58:25.596;1;3;2,78×10^-05;5,59×10^-06;1,58×10^-12;3,20×10^-13;2,01×10^-10;2,56×10^-12;7,02×10^-11;7,94×10^-12;2,99×10^-11;1,73×10^-13;1,27×10^-09;8,83×10^-12;2,68×10^-10;1,28×10^-11;1,93×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1649089379;0,9574434892;78,94301687;19,93463071
5991,064;1785412707,462;07/30/2026_13:58:27.462;1;3;2,78×10^-05;5,66×10^-06;1,62×10^-12;3,31×10^-13;2,01×10^-10;2,59×10^-12;7,02×10^-11;7,95×10^-12;2,98×10^-11;1,70×10^-13;1,26×10^-09;8,73×10^-12;2,68×10^-10;1,30×10^-11;2,26×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1672178955;0,9738713292;78,88868994;19,97022083
5992,931;1785412709,329;07/30/2026_13:58:29.329;1;3;2,78×10^-05;5,67×10^-06;1,61×10^-12;3,00×10^-13;2,00×10^-10;2,62×10^-12;7,03×10^-11;7,92×10^-12;2,98×10^-11;1,45×10^-13;1,26×10^-09;8,84×10^-12;2,69×10^-10;1,29×10^-11;1,87×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,169346475;0,9648036747;78,8531778;20,01267205
5994,797;1785412711,195;07/30/2026_13:58:31.195;1;3;2,78×10^-05;5,69×10^-06;1,60×10^-12;3,16×10^-13;2,02×10^-10;2,59×10^-12;7,01×10^-11;8,04×10^-12;2,96×10^-11;1,38×10^-13;1,26×10^-09;8,66×10^-12;2,67×10^-10;1,25×10^-11;2,14×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,167727076;0,9409114398;78,89056956;20,00079193
5996,663;1785412713,061;07/30/2026_13:58:33.061;1;3;2,79×10^-05;5,69×10^-06;1,62×10^-12;3,32×10^-13;2,01×10^-10;2,56×10^-12;6,98×10^-11;7,87×10^-12;2,96×10^-11;1,31×10^-13;1,26×10^-09;8,66×10^-12;2,68×10^-10;1,28×10^-11;2,21×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1659201558;0,9595990478;78,91142094;19,96305986
5998,53;1785412714,928;07/30/2026_13:58:34.928;1;3;2,79×10^-05;5,71×10^-06;1,60×10^-12;3,50×10^-13;2,01×10^-10;2,53×10^-12;7,05×10^-11;7,83×10^-12;2,95×10^-11;1,35×10^-13;1,27×10^-09;8,83×10^-12;2,70×10^-10;1,29×10^-11;1,63×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1630774527;0,9608449925;78,85618426;20,0198933
6000,396;1785412716,794;07/30/2026_13:58:36.794;1;3;2,78×10^-05;5,60×10^-06;1,56×10^-12;3,38×10^-13;2,02×10^-10;2,60×10^-12;7,01×10^-11;7,87×10^-12;2,96×10^-11;1,32×10^-13;1,26×10^-09;8,63×10^-12;2,69×10^-10;1,27×10^-11;1,96×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,167463197;0,9483827231;78,90541441;19,97873967
6002,263;1785412718,661;07/30/2026_13:58:38.661;1;3;2,79×10^-05;5,72×10^-06;1,58×10^-12;2,93×10^-13;2,01×10^-10;2,54×10^-12;6,98×10^-11;7,92×10^-12;2,97×10^-11;8,55×10^-14;1,27×10^-09;8,63×10^-12;2,69×10^-10;1,27×10^-11;2,79×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1636771087;0,9526898107;78,91332484;19,97030824
6004,129;1785412720,527;07/30/2026_13:58:40.527;1;3;2,78×10^-05;5,69×10^-06;1,57×10^-12;2,70×10^-13;2,02×10^-10;2,56×10^-12;7,02×10^-11;7,99×10^-12;2,97×10^-11;8,50×10^-14;1,26×10^-09;8,67×10^-12;2,68×10^-10;1,27×10^-11;1,66×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1653213874;0,9466924315;78,92730217;19,96068401
6005,995;1785412722,393;07/30/2026_13:58:42.393;1;3;2,78×10^-05;5,61×10^-06;1,56×10^-12;2,30×10^-13;2,01×10^-10;2,56×10^-12;7,02×10^-11;7,91×10^-12;2,98×10^-11;2,53×10^-14;1,27×10^-09;8,53×10^-12;2,70×10^-10;1,27×10^-11;1,39×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1643223404;0,9486379951;78,91524798;19,97179168
6007,862;1785412724,26;07/30/2026_13:58:44.260;1;3;2,79×10^-05;5,61×10^-06;1,47×10^-12;2,51×10^-13;2,02×10^-10;2,64×10^-12;7,04×10^-11;7,97×10^-12;3,00×10^-11;2,17×10^-14;1,27×10^-09;8,62×10^-12;2,69×10^-10;1,27×10^-11;1,57×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4,24×10^-22;0,1698877304;0,9454252832;78,94624974;19,93843725
6009,728;1785412726,126;07/30/2026_13:58:46.126;1;3;2,78×10^-05;5,68×10^-06;1,44×10^-12;2,27×10^-13;2,01×10^-10;2,58×10^-12;7,00×10^-11;8,01×10^-12;2,97×10^-11;4,65×10^-14;1,26×10^-09;8,62×10^-12;2,69×10^-10;1,27×10^-11;2,21×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1663744711;0,9483480208;78,86337761;20,0218999
6011,595;1785412727,993;07/30/2026_13:58:47.993;1;3;2,78×10^-05;5,66×10^-06;1,41×10^-12;2,12×10^-13;2,02×10^-10;2,57×10^-12;7,05×10^-11;7,87×10^-12;2,98×10^-11;8,80×10^-14;1,27×10^-09;8,61×10^-12;2,70×10^-10;1,27×10^-11;1,58×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1657175705;0,9443257884;78,88117311;20,00878353
6013,461;1785412729,859;07/30/2026_13:58:49.859;1;3;2,78×10^-05;5,64×10^-06;1,40×10^-12;1,47×10^-13;2,01×10^-10;2,57×10^-12;6,98×10^-11;7,91×10^-12;2,95×10^-11;8,92×10^-14;1,27×10^-09;8,54×10^-12;2,69×10^-10;1,26×10^-11;1,34×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1654110348;0,9435644591;78,9498239;19,94120061
6015,327;1785412731,725;07/30/2026_13:58:51.725;1;3;2,78×10^-05;5,68×10^-06;1,42×10^-12;1,59×10^-13;2,01×10^-10;2,55×10^-12;7,01×10^-11;8,05×10^-12;2,97×10^-11;6,49×10^-14;1,27×10^-09;8,62×10^-12;2,69×10^-10;1,25×10^-11;1,06×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1639524703;0,9334889824;78,94369907;19,95885948
6017,194;1785412733,592;07/30/2026_13:58:53.592;1;3;2,78×10^-05;5,67×10^-06;1,40×10^-12;1,80×10^-13;2,01×10^-10;2,56×10^-12;7,05×10^-11;7,96×10^-12;2,97×10^-11;1,01×10^-13;1,27×10^-09;8,57×10^-12;2,68×10^-10;1,25×10^-11;1,15×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,165027217;0,9317383474;78,95749111;19,94574333
6019,06;1785412735,458;07/30/2026_13:58:55.458;1;3;2,79×10^-05;5,68×10^-06;1,39×10^-12;1,97×10^-13;2,01×10^-10;2,58×10^-12;6,95×10^-11;7,97×10^-12;2,96×10^-11;1,03×10^-13;1,26×10^-09;8,63×10^-12;2,69×10^-10;1,24×10^-11;1,79×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,16646766;0,931788907;78,87078819;20,03095524
6020,927;1785412737,325;07/30/2026_13:58:57.325;1;3;2,77×10^-05;5,64×10^-06;1,34×10^-12;1,38×10^-13;2,01×10^-10;2,52×10^-12;6,98×10^-11;8,04×10^-12;2,95×10^-11;9,80×10^-14;1,26×10^-09;8,57×10^-12;2,68×10^-10;1,25×10^-11;9,79×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1630111952;0,9363617786;78,95155032;19,9490767
6022,793;1785412739,191;07/30/2026_13:58:59.191;1;3;2,77×10^-05;5,69×10^-06;1,36×10^-12;1,75×10^-13;2,00×10^-10;2,56×10^-12;6,98×10^-11;8,04×10^-12;2,97×10^-11;2,26×10^-13;1,27×10^-09;8,63×10^-12;2,68×10^-10;1,25×10^-11;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1647561659;0,9326498237;78,99278799;19,90980602
6024,659;1785412741,057;07/30/2026_13:59:01.057;1;3;2,77×10^-05;5,64×10^-06;1,38×10^-12;1,48×10^-13;1,99×10^-10;2,51×10^-12;6,95×10^-11;8,08×10^-12;2,96×10^-11;1,39×10^-13;1,26×10^-09;8,53×10^-12;2,68×10^-10;1,26×10^-11;6,43×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1626450316;0,9455657741;78,9098744;19,9819148
6026,526;1785412742,924;07/30/2026_13:59:02.924;1;3;2,77×10^-05;5,61×10^-06;1,40×10^-12;1,34×10^-13;2,00×10^-10;2,63×10^-12;6,99×10^-11;8,04×10^-12;2,96×10^-11;1,13×10^-13;1,26×10^-09;8,53×10^-12;2,67×10^-10;1,24×10^-11;1,01×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4,24×10^-22;0,170471866;0,9346721154;78,94429639;19,95055963
6028,392;1785412744,79;07/30/2026_13:59:04.790;1;3;2,78×10^-05;5,69×10^-06;1,37×10^-12;1,86×10^-13;2,00×10^-10;2,61×10^-12;6,98×10^-11;8,05×10^-12;2,97×10^-11;1,52×10^-13;1,26×10^-09;8,58×10^-12;2,68×10^-10;1,27×10^-11;3,76×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1692138138;0,9502008792;78,89751578;19,98306953
6030,259;1785412746,657;07/30/2026_13:59:06.657;1;3;2,78×10^-05;5,56×10^-06;1,38×10^-12;2,20×10^-13;2,01×10^-10;2,51×10^-12;6,95×10^-11;7,97×10^-12;2,94×10^-11;1,57×10^-13;1,26×10^-09;8,61×10^-12;2,67×10^-10;1,25×10^-11;9,85×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1629465692;0,9379602933;78,92848105;19,97061209
6032,125;1785412748,523;07/30/2026_13:59:08.523;1;3;2,77×10^-05;5,67×10^-06;1,40×10^-12;1,39×10^-13;2,00×10^-10;2,48×10^-12;6,96×10^-11;8,03×10^-12;2,96×10^-11;1,63×10^-13;1,26×10^-09;8,60×10^-12;2,66×10^-10;1,25×10^-11;4,22×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1610557345;0,9404829164;78,97400112;19,92446023
6033,991;1785412750,389;07/30/2026_13:59:10.389;1;3;2,77×10^-05;5,68×10^-06;1,43×10^-12;1,70×10^-13;2,01×10^-10;2,54×10^-12;6,99×10^-11;7,98×10^-12;2,97×10^-11;2,13×10^-13;1,26×10^-09;8,60×10^-12;2,68×10^-10;1,27×10^-11;5,69×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1645329431;0,9530028789;78,93339764;19,94906654
6035,858;1785412752,256;07/30/2026_13:59:12.256;1;3;2,77×10^-05;5,65×10^-06;1,44×10^-12;1,79×10^-13;2,00×10^-10;2,52×10^-12;6,96×10^-11;7,97×10^-12;2,96×10^-11;2,13×10^-13;1,26×10^-09;8,70×10^-12;2,68×10^-10;1,27×10^-11;5,67×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1630143598;0,9524094865;78,91967259;19,96490357
6037,724;1785412754,122;07/30/2026_13:59:14.122;1;3;2,77×10^-05;5,68×10^-06;1,48×10^-12;1,91×10^-13;2,01×10^-10;2,52×10^-12;6,99×10^-11;7,90×10^-12;2,96×10^-11;2,21×10^-13;1,26×10^-09;8,61×10^-12;2,67×10^-10;1,25×10^-11;9,22×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1638146657;0,9420899191;78,92287729;19,97121812
6039,591;1785412755,989;07/30/2026_13:59:15.989;1;3;2,78×10^-05;5,68×10^-06;1,46×10^-12;1,80×10^-13;2,00×10^-10;2,54×10^-12;6,97×10^-11;7,92×10^-12;2,96×10^-11;2,54×10^-13;1,26×10^-09;8,70×10^-12;2,68×10^-10;1,29×10^-11;9,31×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1642983142;0,9696845955;78,84956988;20,01644721
6041,457;1785412757,855;07/30/2026_13:59:17.855;1;3;2,78×10^-05;5,65×10^-06;1,48×10^-12;8,36×10^-14;2,00×10^-10;2,55×10^-12;6,98×10^-11;8,03×10^-12;2,98×10^-11;2,83×10^-13;1,26×10^-09;8,79×10^-12;2,68×10^-10;1,27×10^-11;5,82×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1645626358;0,9511311609;78,93170907;19,95259713
6043,323;1785412759,721;07/30/2026_13:59:19.721;1;3;2,78×10^-05;5,67×10^-06;1,54×10^-12;2,16×10^-13;2,01×10^-10;2,53×10^-12;7,00×10^-11;7,93×10^-12;2,98×10^-11;2,87×10^-13;1,26×10^-09;8,88×10^-12;2,68×10^-10;1,25×10^-11;1,17×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1638972627;0,9386350877;78,91137113;19,98609652
6045,19;1785412761,588;07/30/2026_13:59:21.588;1;3;2,77×10^-05;5,64×10^-06;1,54×10^-12;2,54×10^-13;2,01×10^-10;2,56×10^-12;6,98×10^-11;8,06×10^-12;2,96×10^-11;3,00×10^-13;1,26×10^-09;8,82×10^-12;2,67×10^-10;1,28×10^-11;1,33×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1659996619;0,9586347831;78,91616405;19,9592015
6047,056;1785412763,454;07/30/2026_13:59:23.454;1;3;2,78×10^-05;5,65×10^-06;1,54×10^-12;2,74×10^-13;2,01×10^-10;2,54×10^-12;7,00×10^-11;7,91×10^-12;2,96×10^-11;2,80×10^-13;1,26×10^-09;8,76×10^-12;2,67×10^-10;1,26×10^-11;1,38×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,164646048;0,950517773;78,89506246;19,98977372
6048,923;1785412765,321;07/30/2026_13:59:25.321;1;3;2,77×10^-05;5,67×10^-06;1,57×10^-12;3,00×10^-13;2,01×10^-10;2,56×10^-12;7,01×10^-11;7,92×10^-12;2,98×10^-11;2,69×10^-13;1,26×10^-09;8,76×10^-12;2,67×10^-10;1,28×10^-11;2,37×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1654160928;0,9616363997;78,91759135;19,95535616
6050,789;1785412767,187;07/30/2026_13:59:27.187;1;3;2,79×10^-05;5,65×10^-06;1,59×10^-12;2,66×10^-13;2,01×10^-10;2,58×10^-12;7,01×10^-11;7,87×10^-12;3,00×10^-11;2,67×10^-13;1,27×10^-09;8,84×10^-12;2,69×10^-10;1,29×10^-11;1,12×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1659963514;0,9628351455;78,90492401;19,9662445
6052,655;1785412769,053;07/30/2026_13:59:29.053;1;3;2,79×10^-05;5,69×10^-06;1,60×10^-12;3,69×10^-13;2,02×10^-10;2,60×10^-12;7,04×10^-11;7,95×10^-12;2,99×10^-11;2,79×10^-13;1,27×10^-09;8,82×10^-12;2,69×10^-10;1,27×10^-11;1,76×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,166977563;0,9464239325;78,97945297;19,90714553
