PV MassSpec-24.10.00
EXPORTED RUN DATA
Run Path and Name: C:\Pfeiffer Vacuum\data\006-24-2026\exsample.isi
06/24/2026 13:25:54
SensorID:  RGA PrismaPro A 200 47505932
38 Bins
250 TimePoints

Time Relative (sec)	Time Absolute (UTC)	Time Absolute (Date_Time)	Step	Ionizer_State	Pressure_(mBar)	External_Pressure_(mBar)	12_amu_(Methane_/_CH4)	13_amu_(Methane_/_CH4)	14_amu_(Nitrogen_/_N2)	15_amu_(Methane_/_CH4)	16_amu_(Oxygen_/_O2)	17_amu_(Water_/_H2O)	18_amu_(Water_/_H2O)	22_amu_(Carbon_dioxide_/_CO2)	28_amu_(Nitrogen_/_N2)	29_amu_(Nitrogen_/_N2)	32_amu_(Oxygen_/_O2)	44_amu_(Carbon_dioxide_/_CO2)	45_amu_(Carbon_dioxide_/_CO2)	Periph:_Digital_In_0	Periph:_Digital_In_1	Periph:_Digital_In_13	Periph:_Digital_In_14	Periph:_Digital_In_15	Periph:_Digital_In_16	Periph:_Digital_In_17	Periph:_Digital_Out_2	Periph:_Digital_Out_3	Periph:_Digital_Out_4	Periph:_Digital_Out_5	Periph:_Digital_Out_6	Periph:_Digital_Out_7	Periph:_Digital_Out_8	Periph:_Digital_Out_9	Periph:_Digital_Out_10	Periph:_Digital_Out_11	Sig:_MCD	Sig:_MCD_CO2	Sig:_MCD_N2	Sig:_MCD_O2
328.199	1782300683.079	06/24/2026_13:31:23.079	1	3	2.431542453e-05	4.269955753e-06	8.81557197e-14	4.999999912e-15	1.211690609e-10	3.819229275e-13	4.244763221e-11	1.351544961e-12	4.65769567e-12	6.788067152e-14	7.67895636e-10	5.369143064e-12	1.783228565e-10	3.24817457e-13	1.879999621e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	7.260834535e-08	0.03923813386	78.38928559	21.57147627
330.065	1782300684.945	06/24/2026_13:31:24.945	1	3	2.424355807e-05	4.250362053e-06	4.999999912e-15	4.999999912e-15	1.211938327e-10	3.876492768e-13	4.255479302e-11	1.344041415e-12	4.69757306e-12	5.968014575e-14	7.733401142e-10	5.375506464e-12	1.789794285e-10	3.143150074e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	6.313919384e-08	0.03762541998	78.44612326	21.51625132
331.931	1782300686.811	06/24/2026_13:31:26.811	1	3	2.423459955e-05	4.268320026e-06	5.670818497e-14	1.10524857e-14	1.210633399e-10	3.826263579e-13	4.281783955e-11	1.419656818e-12	4.717118189e-12	4.999999912e-15	7.679961667e-10	5.393753586e-12	1.788629939e-10	3.964496645e-13	5.791565754e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.0478749006	78.32787391	21.62425118
333.798	1782300688.678	06/24/2026_13:31:28.678	1	3	2.422801299e-05	4.22437779e-06	5.078565945e-14	4.999999912e-15	1.206503092e-10	3.707618522e-13	4.245345048e-11	1.316568599e-12	4.708809297e-12	6.721757347e-14	7.705620586e-10	5.420953617e-12	1.790952803e-10	4.391299336e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	7.184266568e-08	0.05294473915	78.36450305	21.58255221
335.664	1782300690.544	06/24/2026_13:31:30.544	1	3	2.43370705e-05	4.294578503e-06	4.786896248e-14	1.668178196e-14	1.204282646e-10	4.116370602e-13	4.282498661e-11	1.342270154e-12	4.635263093e-12	2.283690815e-13	7.766230992e-10	5.481534497e-12	1.798167448e-10	3.39119195e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2.579243987e-07	0.04047244456	78.4308177	21.52870986
337.531	1782300692.411	06/24/2026_13:31:32.411	1	3	2.427434811e-05	4.283070211e-06	3.590246048e-14	4.999999912e-15	1.21314625e-10	3.922471072e-13	4.262920572e-11	1.348918156e-12	4.729586948e-12	1.105589348e-13	7.706086325e-10	5.455589539e-12	1.788733744e-10	3.678979322e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1.218889589e-07	0.04426416229	78.39077482	21.56496102
339.397	1782300694.277	06/24/2026_13:31:34.277	1	3	2.430500172e-05	4.2341062e-06	4.125647442e-14	9.486527774e-14	1.209110451e-10	3.828418973e-13	4.249352606e-11	1.354777835e-12	4.633792048e-12	6.880361894e-14	7.669291313e-10	5.4017151e-12	1.785369769e-10	4.006079322e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	7.367407325e-08	0.04845287518	78.34006131	21.61148581
341.263	1782300696.143	06/24/2026_13:31:36.143	1	3	2.437413423e-05	4.237347639e-06	7.380170287e-14	5.890704184e-14	1.210832684e-10	3.83562702e-13	4.25420775e-11	1.350408934e-12	4.678818531e-12	1.568812083e-13	7.729076823e-10	5.454268547e-12	1.793756255e-10	3.818223678e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1.753773131e-07	0.04583313187	78.39476626	21.55940061
343.13	1782300698.010	06/24/2026_13:31:38.010	1	3	2.43187078e-05	4.279788755e-06	8.080247761e-14	6.51989381e-14	1.213475015e-10	3.827776583e-13	4.265060527e-11	1.352706467e-12	4.631740304e-12	7.02487859e-14	7.681986158e-10	5.425402315e-12	1.784347253e-10	4.077560501e-13	3.714202882e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	7.534280831e-08	0.04948333856	78.37402616	21.5764905
344.996	1782300699.876	06/24/2026_13:31:39.876	1	3	2.425929961e-05	4.292928679e-06	9.917288751e-14	4.419408971e-14	1.205598121e-10	4.031114364e-13	4.269651993e-11	1.329085062e-12	4.630616637e-12	1.731523318e-13	7.714986427e-10	5.504900355e-12	1.791746335e-10	4.130796725e-13	5.582307281e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1.941655881e-07	0.05005833964	78.37440152	21.57554014
346.863	1782300701.743	06/24/2026_13:31:41.743	1	3	2.427961954e-05	4.247105608e-06	1.169170419e-13	4.198577656e-14	1.206401506e-10	4.352285947e-13	4.252121918e-11	1.364364459e-12	4.624939754e-12	1.534846198e-13	7.756670861e-10	5.493655877e-12	1.802467203e-10	3.847101403e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1.714552705e-07	0.04601558678	78.37459502	21.57938939
348.729	1782300703.609	06/24/2026_13:31:43.609	1	3	2.419716657e-05	4.263420578e-06	1.021782011e-13	3.280654489e-14	1.207120376e-10	3.315399713e-13	4.278855742e-11	1.302512135e-12	4.60589596e-12	1.522744333e-13	7.66778252e-10	5.478603682e-12	1.783281439e-10	3.902265338e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1.700578675e-07	0.04719817562	78.34984156	21.60296026
350.595	1782300705.475	06/24/2026_13:31:45.475	1	3	2.422121543e-05	4.296224688e-06	1.094438464e-13	5.994897368e-14	1.205646277e-10	4.242109051e-13	4.27401621e-11	1.318622728e-12	4.572292198e-12	1.161583714e-13	7.7069362e-10	5.45433837e-12	1.78275561e-10	3.528320756e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1.283546315e-07	0.04245636169	78.44312701	21.51441663
352.462	1782300707.342	06/24/2026_13:31:47.342	1	3	2.426170431e-05	4.247105608e-06	1.0090528e-13	9.190875329e-14	1.194495197e-10	3.602913324e-13	4.206744675e-11	1.25734785e-12	4.53087047e-12	1.300095963e-13	7.642405042e-10	5.496302632e-12	1.767423152e-10	4.234980422e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1.443486482e-07	0.0515171417	78.4463377	21.50214516
354.328	1782300709.208	06/24/2026_13:31:49.208	1	3	2.423492515e-05	4.322650511e-06	1.625503524e-13	9.562394821e-14	1.195725741e-10	3.84078457e-13	4.228438086e-11	1.272660037e-12	4.540802196e-12	1.889545107e-13	7.667039226e-10	5.484716847e-12	1.777221426e-10	4.4003695e-13	1.657475765e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2.124123726e-07	0.05343379316	78.40499268	21.54157353
356.195	1782300711.075	06/24/2026_13:31:51.075	1	3	2.42032238e-05	4.284711849e-06	1.069054581e-13	9.938245702e-14	1.206916789e-10	3.767655133e-13	4.264005468e-11	1.292520019e-12	4.509224157e-12	8.297444627e-14	7.63281327e-10	5.432620499e-12	1.784696141e-10	4.517883734e-13	4.42602972e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	9.003713519e-08	0.05518894761	78.25796701	21.68684404
358.061	1782300712.941	06/24/2026_13:31:52.941	1	3	2.425572711e-05	4.287996489e-06	1.036273389e-13	7.336808976e-14	1.201837241e-10	3.571072474e-13	4.213114232e-11	1.2342512e-12	4.483806989e-12	1.034839667e-13	7.653402356e-10	5.441752084e-12	1.777287345e-10	4.340935163e-13	5.839378731e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1.137194895e-07	0.05305817771	78.38042964	21.56651219
359.927	1782300714.807	06/24/2026_13:31:54.807	1	3	2.421660611e-05	4.283070211e-06	1.397568313e-13	4.932556777e-14	1.191861748e-10	3.702217569e-13	4.19082824e-11	1.235991452e-12	4.45775708e-12	8.900747571e-14	7.606187347e-10	5.470844264e-12	1.771020552e-10	4.257740536e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	9.700347753e-08	0.05196891528	78.33712167	21.61090942
361.794	1782300716.674	06/24/2026_13:31:56.674	1	3	2.423763726e-05	4.213057309e-06	1.748324521e-13	7.250935421e-14	1.190274684e-10	3.505933337e-13	4.199104606e-11	1.247904557e-12	4.425850311e-12	8.619731177e-14	7.583423334e-10	5.402836165e-12	1.774327768e-10	4.628568037e-13	2.489026983e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	9.375857971e-08	0.05679077158	78.25118385	21.69202538
363.66	1782300718.540	06/24/2026_13:31:58.540	1	3	2.420657984e-05	4.195331712e-06	1.674438718e-13	1.115291805e-13	1.193639909e-10	3.777611633e-13	4.215393659e-11	1.262770487e-12	4.339237303e-12	7.464698076e-14	7.628614407e-10	5.465859102e-12	1.77214951e-10	4.511830362e-13	5.592113212e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	8.042140628e-08	0.05531571337	78.36842457	21.57625972
365.527	1782300720.407	06/24/2026_13:32:00.407	1	3	2.408774526e-05	4.250362053e-06	1.683961943e-13	1.181765054e-13	1.197611732e-10	3.712422622e-13	4.214186292e-11	1.180117419e-12	4.406849018e-12	1.197814634e-13	7.606112407e-10	5.38985306e-12	1.764979829e-10	5.698389894e-13	5.650308441e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1.325382177e-07	0.07014053959	78.37472806	21.5551314
367.393	1782300722.273	06/24/2026_13:32:02.273	1	3	2.416843381e-05	4.283070211e-06	1.281970407e-13	4.826770833e-14	1.190012255e-10	3.763682616e-13	4.191133204e-11	1.266232236e-12	4.377821022e-12	4.834338225e-14	7.609800012e-10	5.427101477e-12	1.769267649e-10	4.807184924e-13	8.602207759e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5.004862692e-08	0.05929641028	78.35454297	21.58616062
369.259	1782300724.139	06/24/2026_13:32:04.139	1	3	2.416378993e-05	4.256881766e-06	2.109942809e-13	1.461149181e-13	1.195468308e-10	3.83190902e-13	4.245730156e-11	1.211134491e-12	4.35555151e-12	4.999999912e-15	7.557506287e-10	5.395485274e-12	1.76086451e-10	4.759877388e-13	4.575523581e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.05879140597	78.30765843	21.63355017
371.126	1782300726.006	06/24/2026_13:32:06.006	1	3	2.417577343e-05	4.266688848e-06	1.540272358e-13	9.08284949e-14	1.186029747e-10	3.41285702e-13	4.169465467e-11	1.175442122e-12	4.327398249e-12	2.110637714e-14	7.62071739e-10	5.402429806e-12	1.772297309e-10	4.886272593e-13	7.077646032e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1.859804246e-08	0.06008818113	78.35334661	21.58656521
372.992	1782300727.872	06/24/2026_13:32:07.872	1	3	2.414064147e-05	4.243856438e-06	1.432290972e-13	1.216995526e-13	1.197725669e-10	3.100890584e-13	4.165662953e-11	1.112003068e-12	4.283926946e-12	7.496583785e-15	7.58420271e-10	5.370304462e-12	1.764380586e-10	4.284736628e-13	6.06712895e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2.882806741e-09	0.05283913844	78.35628452	21.59087634
374.859	1782300729.739	06/24/2026_13:32:09.739	1	3	2.407202555e-05	4.243856438e-06	1.233313853e-13	1.438852293e-13	1.188286969e-10	3.388419103e-13	4.179791235e-11	1.132141689e-12	4.27452301e-12	2.524571535e-14	7.586109518e-10	5.361418774e-12	1.760568913e-10	4.461590873e-13	1.052467372e-13	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2.337773851e-08	0.05535381752	78.38722922	21.55741696
376.725	1782300731.605	06/24/2026_13:32:11.605	1	3	2.417421456e-05	4.201767297e-06	1.915929167e-13	1.048972717e-13	1.191174381e-10	3.419174124e-13	4.22296087e-11	1.171434044e-12	4.236602822e-12	4.999999912e-15	7.59619978e-10	5.34361444e-12	1.766951169e-10	4.683388009e-13	9.515599978e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.0579199978	78.34077423	21.60130578
378.591	1782300733.471	06/24/2026_13:32:13.471	1	3	2.412917638e-05	4.247105608e-06	1.245764153e-13	9.307463654e-14	1.186848675e-10	3.709276809e-13	4.177097904e-11	1.15609898e-12	4.169048353e-12	1.29501529e-14	7.564801008e-10	5.298839926e-12	1.758967139e-10	4.670260489e-13	1.178977434e-13	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	9.180045934e-09	0.05816265056	78.3532116	21.58862575
380.458	1782300735.338	06/24/2026_13:32:15.338	1	3	2.410495836e-05	4.206604899e-06	8.96984513e-14	1.212042212e-13	1.189283394e-10	3.607492994e-13	4.21024049e-11	1.138317956e-12	4.248918925e-12	4.999999912e-15	7.603738195e-10	5.31868603e-12	1.764705326e-10	4.677438992e-13	9.176537432e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.05779804267	78.37984647	21.56235549
382.324	1782300737.204	06/24/2026_13:32:17.204	1	3	2.41240723e-05	4.256881766e-06	9.218901277e-14	9.034112569e-14	1.195837596e-10	3.667444495e-13	4.225132397e-11	1.126507199e-12	4.183818222e-12	4.999999912e-15	7.586855033e-10	5.294242475e-12	1.761335799e-10	4.323645933e-13	8.203755329e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.05346483973	78.37622601	21.57030915
384.191	1782300739.071	06/24/2026_13:32:19.071	1	3	2.420895908e-05	4.242226169e-06	5.188832017e-14	1.111045392e-13	1.185892357e-10	3.746124504e-13	4.197262329e-11	1.119245538e-12	4.178906353e-12	4.999999912e-15	7.565629234e-10	5.31101595e-12	1.749731193e-10	3.857475862e-13	1.703207481e-13	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.0484786222	78.44274248	21.5087789
386.057	1782300740.937	06/24/2026_13:32:20.937	1	3	2.418074655e-05	4.276510026e-06	7.648540818e-14	8.647757803e-14	1.1876225e-10	3.70961508e-13	4.199873088e-11	1.123253183e-12	4.199337926e-12	4.999999912e-15	7.57143015e-10	5.271055727e-12	1.765064345e-10	4.379316191e-13	1.020731622e-13	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.05436293675	78.31033799	21.63529907
387.923	1782300742.803	06/24/2026_13:32:22.803	1	3	2.410041816e-05	4.322650511e-06	7.563414684e-14	8.905924636e-14	1.188347198e-10	3.410417294e-13	4.165896447e-11	1.079653294e-12	4.127593232e-12	4.999999912e-15	7.550026715e-10	5.291036706e-12	1.755694756e-10	4.391433506e-13	8.5757722e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.05458359625	78.35651523	21.58890117
389.79	1782300744.670	06/24/2026_13:32:24.670	1	3	2.414495611e-05	4.281424481e-06	7.680750431e-14	6.297618812e-14	1.185073706e-10	3.858078679e-13	4.173887971e-11	1.132296839e-12	4.143032271e-12	4.999999912e-15	7.57056251e-10	5.285607455e-12	1.751649797e-10	4.430168526e-13	1.58947325e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.05449828299	78.43586864	21.50963308
391.656	1782300746.536	06/24/2026_13:32:26.536	1	3	2.422047692e-05	4.265049938e-06	8.978955139e-14	5.923161131e-14	1.187866888e-10	3.819238762e-13	4.168346918e-11	1.134988154e-12	4.130215701e-12	4.999999912e-15	7.59221519e-10	5.25737006e-12	1.756750717e-10	3.938316416e-13	5.304275492e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04850847554	78.44311202	21.5083795
393.523	1782300748.403	06/24/2026_13:32:28.403	1	3	2.406419844e-05	4.273229479e-06	5.560353203e-14	1.04337715e-13	1.188062565e-10	3.118074917e-13	4.152629976e-11	1.064437601e-12	4.116551284e-12	4.999999912e-15	7.542523828e-10	5.255789727e-12	1.753317908e-10	3.347150031e-13	3.299072712e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04127466337	78.37503897	21.58368637
395.389	1782300750.269	06/24/2026_13:32:30.269	1	3	2.407448483e-05	4.258517492e-06	4.507521065e-14	9.2176558e-14	1.189411347e-10	3.635977966e-13	4.187923966e-11	1.122619792e-12	4.176354575e-12	4.999999912e-15	7.577445893e-10	5.145112635e-12	1.7512998e-10	3.873854362e-13	8.870778867e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.0480531662	78.45759887	21.49434796
397.255	1782300752.135	06/24/2026_13:32:32.135	1	3	2.408006003e-05	4.217907644e-06	4.999999912e-15	2.403601678e-14	1.183741993e-10	3.622203178e-13	4.154037878e-11	1.145149513e-12	4.055691546e-12	4.999999912e-15	7.526965717e-10	5.145531137e-12	1.746920525e-10	3.467482378e-13	2.668439742e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04283244321	78.39678739	21.56038016
399.122	1782300754.002	06/24/2026_13:32:34.002	1	3	2.404927181e-05	4.279788755e-06	4.672696895e-14	1.602167224e-14	1.182608872e-10	3.636445528e-13	4.15457356e-11	1.076628587e-12	4.117101191e-12	4.999999912e-15	7.495150056e-10	5.163414835e-12	1.741662925e-10	3.531028551e-13	8.816119492e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04422183995	78.37362712	21.58215104
400.988	1782300755.868	06/24/2026_13:32:35.868	1	3	2.415213567e-05	4.261782578e-06	4.999999912e-15	4.999999912e-15	1.177587611e-10	3.816027897e-13	4.128785508e-11	1.055621736e-12	4.052470599e-12	4.999999912e-15	7.487684917e-10	5.114821327e-12	1.743760414e-10	3.314070481e-13	1.494340269e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04102228055	78.34405915	21.61491857
402.855	1782300757.735	06/24/2026_13:32:37.735	1	3	2.407671127e-05	4.238971542e-06	4.999999912e-15	2.835108721e-14	1.186122728e-10	3.434765493e-13	4.21924197e-11	1.073935971e-12	4.008505333e-12	4.999999912e-15	7.527531931e-10	5.197285744e-12	1.752430007e-10	3.562804348e-13	8.784931062e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04385850538	78.33340115	21.62274034
404.721	1782300759.601	06/24/2026_13:32:39.601	1	3	2.404930638e-05	4.296224688e-06	4.999999912e-15	1.417826089e-14	1.181163362e-10	3.818930849e-13	4.181786167e-11	1.013446271e-12	4.015387849e-12	4.999999912e-15	7.529924462e-10	5.09908565e-12	1.744433625e-10	3.760705939e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04634108886	78.41669497	21.53696394
406.587	1782300761.467	06/24/2026_13:32:41.467	1	3	2.406249041e-05	4.247105608e-06	4.999999912e-15	4.999999912e-15	1.179862874e-10	3.437090564e-13	4.133281564e-11	1.112408668e-12	4.089765852e-12	4.999999912e-15	7.534026181e-10	5.143244337e-12	1.752149953e-10	3.107377636e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03814037858	78.37096365	21.59089597
408.454	1782300763.334	06/24/2026_13:32:43.334	1	3	2.403212056e-05	4.256881766e-06	4.999999912e-15	4.999999912e-15	1.175834985e-10	3.970495536e-13	4.141719606e-11	1.116349743e-12	4.041870571e-12	4.999999912e-15	7.507656719e-10	5.128209055e-12	1.745082551e-10	2.585650877e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03174678154	78.379909	21.58834422
410.32	1782300765.200	06/24/2026_13:32:45.200	1	3	2.399688492e-05	4.258517492e-06	4.999999912e-15	4.999999912e-15	1.177409975e-10	3.533826335e-13	4.133819329e-11	1.107271176e-12	4.031720704e-12	4.999999912e-15	7.490023046e-10	5.017632143e-12	1.735108446e-10	3.457520728e-13	6.014584447e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04279237021	78.42683227	21.53037536
412.187	1782300767.067	06/24/2026_13:32:47.067	1	3	2.393877367e-05	4.263420578e-06	4.999999912e-15	4.999999912e-15	1.179143727e-10	3.645581016e-13	4.134253703e-11	1.084945501e-12	4.052785017e-12	4.999999912e-15	7.48595741e-10	5.078090726e-12	1.734950378e-10	2.936332546e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03625835376	78.42492976	21.53881189
414.053	1782300768.933	06/24/2026_13:32:48.933	1	3	2.396839045e-05	4.240600902e-06	4.999999912e-15	4.999999912e-15	1.17174298e-10	3.60913556e-13	4.135233822e-11	1.118095742e-12	4.047842356e-12	4.999999912e-15	7.477430897e-10	5.050738473e-12	1.738453548e-10	3.056839178e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03779320615	78.36969934	21.59250745
415.919	1782300770.799	06/24/2026_13:32:50.799	1	3	2.394390685e-05	4.240600902e-06	7.439358239e-14	4.999999912e-15	1.180682635e-10	3.533338444e-13	4.134352929e-11	1.050535201e-12	4.046706546e-12	4.999999912e-15	7.506781308e-10	5.070777999e-12	1.743565708e-10	2.722854223e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03347116456	78.39382337	21.57270547
417.786	1782300772.666	06/24/2026_13:32:52.666	1	3	2.405805208e-05	4.268320026e-06	4.999999912e-15	4.999999912e-15	1.175585185e-10	3.569589015e-13	4.10766178e-11	1.092495885e-12	4.0889939e-12	4.999999912e-15	7.47374107e-10	5.087910995e-12	1.737925359e-10	2.688096057e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03317514215	78.37723504	21.58958981
419.652	1782300774.532	06/24/2026_13:32:54.532	1	3	2.398068318e-05	4.274871571e-06	4.999999912e-15	4.999999912e-15	1.168258129e-10	3.613630933e-13	4.105169329e-11	1.153734877e-12	4.038506942e-12	3.228284136e-14	7.461075646e-10	5.100407943e-12	1.736232963e-10	2.899683531e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3.150351171e-08	0.03589314616	78.36079425	21.60331261
421.519	1782300776.399	06/24/2026_13:32:56.399	1	3	2.388907342e-05	4.265049938e-06	4.999999912e-15	4.999999912e-15	1.180682357e-10	3.413155175e-13	4.131599576e-11	1.050798988e-12	4.067472054e-12	4.999999912e-15	7.489608378e-10	5.089009943e-12	1.73039888e-10	2.552212998e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03143915457	78.48007495	21.4884859
423.385	1782300778.265	06/24/2026_13:32:58.265	1	3	2.392450733e-05	4.256881766e-06	4.999999912e-15	4.999999912e-15	1.17022933e-10	3.51953899e-13	4.104771037e-11	1.140932617e-12	4.029201018e-12	4.999999912e-15	7.433300087e-10	5.109449756e-12	1.731777222e-10	2.563931326e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03177209339	78.34439008	21.62383783
425.251	1782300780.131	06/24/2026_13:33:00.131	1	3	2.389837209e-05	4.222759344e-06	4.999999912e-15	4.999999912e-15	1.168831143e-10	3.605292876e-13	4.123867567e-11	1.10438568e-12	4.037147786e-12	4.999999912e-15	7.424620363e-10	5.067383579e-12	1.724684978e-10	2.295996509e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.02843535371	78.38922508	21.58233956
427.118	1782300781.998	06/24/2026_13:33:01.998	1	3	2.386760752e-05	4.269955753e-06	4.999999912e-15	4.999999912e-15	1.166857444e-10	3.582273638e-13	4.087313821e-11	1.132510427e-12	4.004155948e-12	4.999999912e-15	7.409083902e-10	5.077116678e-12	1.727053917e-10	2.609143099e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03244584429	78.33645235	21.6311018
428.984	1782300783.864	06/24/2026_13:33:03.864	1	3	2.390765985e-05	4.209834515e-06	4.999999912e-15	4.999999912e-15	1.169656316e-10	3.961480124e-13	4.128352521e-11	1.12602191e-12	4.05300446e-12	4.999999912e-15	7.465661422e-10	5.080122954e-12	1.728578392e-10	3.08249601e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.0382082736	78.43579586	21.52599587
430.851	1782300785.731	06/24/2026_13:33:05.731	1	3	2.388027497e-05	4.240600902e-06	4.999999912e-15	4.999999912e-15	1.172131003e-10	3.325375728e-13	4.128974246e-11	1.118995196e-12	4.042803852e-12	4.999999912e-15	7.479197817e-10	5.123590354e-12	1.735531163e-10	2.553999763e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03148049031	78.4071395	21.56138001
432.717	1782300787.597	06/24/2026_13:33:07.597	1	3	2.389197471e-05	4.209834515e-06	4.999999912e-15	4.999999912e-15	1.169055686e-10	3.615169145e-13	4.118249144e-11	1.133103919e-12	4.051627957e-12	4.999999912e-15	7.443891614e-10	5.153863881e-12	1.730206395e-10	2.428097328e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03002812033	78.38069933	21.58927255
434.583	1782300789.463	06/24/2026_13:33:09.463	1	3	2.396504533e-05	4.253624866e-06	4.999999912e-15	4.999999912e-15	1.171826525e-10	3.437573576e-13	4.078480956e-11	1.150143674e-12	4.01203246e-12	4.999999912e-15	7.416794401e-10	5.086056142e-12	1.716716352e-10	2.924544287e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03645710463	78.45083755	21.51270535
436.45	1782300791.330	06/24/2026_13:33:11.330	1	3	2.402668906e-05	4.229236765e-06	4.999999912e-15	4.999999912e-15	1.167972247e-10	3.470508928e-13	4.120574021e-11	1.160123755e-12	4.03033943e-12	6.570918397e-14	7.469792007e-10	5.153814441e-12	1.731614019e-10	3.162779283e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	7.010092752e-08	0.03919052182	78.41705759	21.54375188
