PV MassSpec-24.10.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EXPORTED RUN DATA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Run Path and Name: C:\Pfeiffer Vacuum\data\005-21-2025\1000ppm.isi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/21/2025 15:58:55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SensorID:  RGA PrismaPro A 200 47505932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39 Bins;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1141 TimePoints;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time Relative (sec);Time Absolute (UTC);Time Absolute (Date_Time);Step;Ionizer_State;Pressure_(mBar);External_Pressure_(mBar);12_amu_(Methane_/_CH4);13_amu_(Methane_/_CH4);14_amu_(Nitrogen_/_N2);15_amu_(Methane_/_CH4);16_amu_(Oxygen_/_O2);17_amu_(Water_/_H2O);18_amu_(Water_/_H2O);22_amu_(Carbon_dioxide_/_CO2);28_amu_(Nitrogen_/_N2);29_amu_(Nitrogen_/_N2);32_amu_(Oxygen_/_O2);44_amu_(Carbon_dioxide_/_CO2);45_amu_(Carbon_dioxide_/_CO2);Periph:_Digital_In_0;Periph:_Digital_In_1;Periph:_Digital_In_13;Periph:_Digital_In_14;Periph:_Digital_In_15;Periph:_Digital_In_16;Periph:_Digital_In_17;Periph:_Digital_Out_2;Periph:_Digital_Out_3;Periph:_Digital_Out_4;Periph:_Digital_Out_5;Periph:_Digital_Out_6;Periph:_Digital_Out_7;Periph:_Digital_Out_8;Periph:_Digital_Out_9;Periph:_Digital_Out_10;Periph:_Digital_Out_11;;ch4;co2;n2;o2
1858.764;1747837794.372;4:29:54 PM;1;3;3.801945786e-05;6.681078503e-06;4.790279501e-13;1.222531462e-13;4.887623084e-10;1.496169399e-12;1.687611717e-10;2.594475199e-12;9.736190153e-12;3.772797233e-14;2.945692135e-09;2.035034641e-11;6.748136494e-10;3.482742306e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.25048345e-08;0.04194027883;0.1050343791;79.20133443;20.65169092
1860.631;1747837796.239;4:29:56 PM;1;3;3.812947398e-05;6.660628969e-06;4.908883087e-13;1.561489382e-13;4.879111559e-10;1.495907239e-12;1.688884727e-10;2.602723375e-12;9.572296948e-12;5.924008673e-15;2.926946907e-09;2.022347914e-11;6.690120125e-10;3.638538689e-12;6.452690216e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.595297231e-08;0.04231494281;0.1106593896;79.2270921;20.61993357
1862.497;1747837798.105;4:29:58 PM;1;3;3.804715743e-05;6.675967143e-06;4.52392274e-13;1.918035365e-13;4.874488035e-10;1.595365767e-12;1.692084806e-10;2.63232448e-12;9.718587914e-12;4.999999912e-15;2.955328204e-09;2.030105598e-11;6.768122729e-10;3.377770069e-12;9.408820972e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.708573631e-08;0.04495105086;0.1016414095;79.20438067;20.64902687
1864.363;1747837799.971;4:29:59 PM;1;3;3.803110303e-05;6.622447472e-06;4.849105601e-13;1.743650255e-13;4.864249004e-10;1.615884943e-12;1.688759549e-10;2.641083099e-12;9.597819935e-12;4.999999912e-15;2.92723068e-09;2.026271338e-11;6.696270205e-10;3.432945117e-12;6.432379043e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.630985587e-08;0.04598318366;0.1042704473;79.21531668;20.63442969
1866.23;1747837801.838;4:30:01 PM;1;3;3.782521162e-05;6.755765298e-06;4.503930052e-13;1.778009299e-13;4.842665713e-10;1.628572169e-12;1.680242473e-10;2.673782853e-12;9.590947828e-12;4.999999912e-15;2.91915403e-09;2.004741165e-11;6.657701612e-10;3.420749578e-12;3.592339913e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.544285331e-08;0.04650251632;0.1041986388;79.26296859;20.58633026
1868.096;1747837803.704;4:30:03 PM;1;3;3.783167267e-05;6.637691058e-06;4.208322872e-13;9.756645226e-14;4.860032932e-10;1.604591026e-12;1.683949785e-10;2.679845495e-12;9.71883251e-12;6.860153044e-14;2.930951259e-09;2.019662562e-11;6.698814281e-10;3.298678605e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;7.463742744e-09;0.04532476522;0.09991279392;79.23586608;20.61889636
1869.963;1747837805.571;4:30:05 PM;1;3;3.793989163e-05;6.632605619e-06;3.60131006e-13;9.819916385e-15;4.839454393e-10;1.529906844e-12;1.677396139e-10;2.64996098e-12;9.833815186e-12;8.489852566e-14;2.947619482e-09;2.054338123e-11;6.718091083e-10;3.341566607e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.684506649e-09;0.04256228065;0.1007560863;79.28494597;20.57173566
1871.829;1747837807.437;4:30:07 PM;1;3;3.797099271e-05;6.599648259e-06;3.748056553e-13;3.299324789e-14;4.869633585e-10;1.494314113e-12;1.688177514e-10;2.696460243e-12;9.792991071e-12;8.891193717e-14;2.927627252e-09;2.012578645e-11;6.685831888e-10;3.3067223e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.203901409e-09;0.0418199377;0.1002838642;79.24888433;20.60901187
1873.695;1747837809.303;4:30:09 PM;1;3;3.786117304e-05;6.587008556e-06;4.022711797e-13;7.943550874e-14;4.843085932e-10;1.499146944e-12;1.675806161e-10;2.616465204e-12;9.671025265e-12;9.060251328e-14;2.910199193e-09;1.993090415e-11;6.63680555e-10;3.336741473e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;6.224964554e-09;0.04238422748;0.1018469056;79.27021307;20.58555579
1875.562;1747837811.170;4:30:11 PM;1;3;3.799366459e-05;6.665742603e-06;4.816419616e-13;1.36225368e-13;4.833747291e-10;1.481921573e-12;1.673586963e-10;2.560644839e-12;9.637329129e-12;7.368374167e-14;2.94278002e-09;2.017055967e-11;6.719313439e-10;3.419783554e-12;4.154871434e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.398765684e-08;0.04163387352;0.1033592381;79.25615574;20.59885115
1877.428;1747837813.036;4:30:13 PM;1;3;3.800375998e-05;6.706743534e-06;5.049840754e-13;1.483765503e-13;4.869133985e-10;1.512495858e-12;1.682477074e-10;2.607471964e-12;9.641946096e-12;2.698510936e-14;2.930474086e-09;2.002065007e-11;6.690578092e-10;3.476101568e-12;8.121120828e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.552575379e-08;0.04277385813;0.105568076;79.25144286;20.6002152
1879.295;1747837814.903;4:30:14 PM;1;3;3.78385339e-05;6.604707778e-06;5.145844146e-13;2.050225359e-13;4.842971024e-10;1.595617735e-12;1.674300976e-10;2.552878048e-12;9.639610291e-12;4.999999912e-15;2.928616905e-09;2.018737434e-11;6.685831888e-10;3.523933966e-12;1.491038467e-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2.019733e-08;0.04548761894;0.1072462668;79.25089372;20.5963724
1881.161;1747837816.769;4:30:16 PM;1;3;3.793830547e-05;6.658084658e-06;5.026184005e-13;1.874371833e-13;4.868729864e-10;1.639132515e-12;1.68661668e-10;2.64940435e-12;9.5610889e-12;4.999999912e-15;2.917009301e-09;2.006055391e-11;6.65933475e-10;3.426100549e-12;7.884160989e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.782650972e-08;0.0469159771;0.1044762343;79.24581587;20.60279191
1883.027;1747837818.635;4:30:18 PM;1;3;3.791019844e-05;6.67851873e-06;4.483186283e-13;1.757424772e-13;4.839700307e-10;1.625434704e-12;1.675661415e-10;2.651504667e-12;9.645083343e-12;2.527460934e-14;2.910452546e-09;2.008446881e-11;6.639512273e-10;3.337578911e-12;9.305325743e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.522112129e-08;0.0465347085;0.102007179;79.26164854;20.58980958
1884.894;1747837820.502;4:30:20 PM;1;3;3.792643838e-05;6.617373856e-06;4.257854919e-13;1.119702611e-13;4.823909605e-10;1.600101562e-12;1.67330122e-10;2.686144926e-12;9.607564744e-12;5.38134126e-14;2.910047758e-09;2.011089906e-11;6.66252109e-10;3.337542699e-12;2.602730992e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8.967029137e-09;0.04554237096;0.1018422798;79.20665263;20.64596272
1886.76;1747837822.368;4:30:22 PM;1;3;3.790990741e-05;6.609764114e-06;3.848381303e-13;1.017959046e-13;4.830500999e-10;1.520913929e-12;1.682054634e-10;2.706619867e-12;9.712531127e-12;3.910294397e-14;2.925220732e-09;2.018114495e-11;6.683395504e-10;3.31657618e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;7.519080147e-09;0.0428641164;0.1006800951;79.24008099;20.61637479
1888.627;1747837824.235;4:30:24 PM;1;3;3.761878907e-05;6.592051705e-06;3.905436087e-13;5.542583807e-14;4.865163272e-10;1.534907184e-12;1.687828766e-10;2.699183108e-12;9.741387384e-12;7.233166025e-14;2.920858222e-09;1.996293755e-11;6.674604758e-10;3.339776806e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;3.349600758e-09;0.04321678554;0.1015226821;79.23570007;20.61956046
1890.493;1747837826.101;4:30:26 PM;1;3;3.780988845e-05;6.630071766e-06;4.196554129e-13;8.444999799e-14;4.828777933e-10;1.48500949e-12;1.671645877e-10;2.681161716e-12;9.770483901e-12;8.061085165e-14;2.921927367e-09;2.020340145e-11;6.728646529e-10;3.370843969e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;7.346713665e-09;0.04174516672;0.1023247688;79.12236127;20.7335688
1892.359;1747837827.967;4:30:27 PM;1;3;3.779910548e-05;6.745403425e-06;4.301518993e-13;8.091600035e-14;4.883731197e-10;1.471825916e-12;1.687519152e-10;2.653075459e-12;9.704094299e-12;7.309033749e-14;2.925670595e-09;2.023284665e-11;6.695841659e-10;3.388819607e-12;3.289070269e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;7.470776962e-09;0.04133047217;0.1028913931;79.2149826;20.64079553
1894.226;1747837829.834;4:30:29 PM;1;3;3.773694334e-05;6.617373856e-06;4.538852475e-13;2.077251674e-13;4.87284324e-10;1.512875112e-12;1.689362678e-10;2.596628641e-12;9.6953192e-12;3.939567178e-14;2.929715581e-09;2.008243051e-11;6.712730927e-10;3.471335198e-12;5.558463981e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.934553312e-08;0.04288026472;0.1053231441;79.19287567;20.65892092
1896.092;1747837831.700;4:30:31 PM;1;3;3.785161607e-05;6.722180842e-06;5.396400015e-13;2.228577837e-13;4.868001002e-10;1.551891103e-12;1.681936812e-10;2.560418674e-12;9.771912446e-12;4.999999912e-15;2.932055709e-09;2.017138886e-11;6.666938113e-10;3.459063765e-12;8.558004159e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2.299533171e-08;0.04421622174;0.1050764867;79.31416224;20.53654505
1897.959;1747837833.567;4:30:33 PM;1;3;3.809658665e-05;6.624978141e-06;4.845970088e-13;1.857281825e-13;4.859940783e-10;1.578055612e-12;1.683868323e-10;2.64087298e-12;9.789482593e-12;4.999999912e-15;2.948410627e-09;2.018459011e-11;6.712064238e-10;3.459119493e-12;8.615302211e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.768467038e-08;0.0446026232;0.1044929174;79.2968586;20.55404586
1899.825;1747837835.433;4:30:35 PM;1;3;3.769950126e-05;6.652976481e-06;3.923228387e-13;1.272855654e-13;4.862670822e-10;1.618670584e-12;1.685051959e-10;2.61304433e-12;9.671667113e-12;3.877786967e-14;2.937112331e-09;2.021942856e-11;6.687083109e-10;3.41710037e-12;5.618152021e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;9.157591753e-09;0.04574463449;0.1035274562;79.29285572;20.55787219
1901.691;1747837837.299;4:30:37 PM;1;3;3.800863487e-05;6.699031019e-06;3.725181784e-13;1.608309162e-13;4.889977867e-10;1.575440841e-12;1.687741197e-10;2.757662588e-12;9.811491029e-12;1.015992981e-14;2.944524402e-09;2.014467933e-11;6.728929636e-10;3.321070415e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.199953458e-08;0.04436937193;0.1001447025;79.241265;20.61422093
1903.558;1747837839.166;4:30:39 PM;1;3;3.79662888e-05;6.655526704e-06;3.682011293e-13;7.048327173e-14;4.867014569e-10;1.59497502e-12;1.690565049e-10;2.703001885e-12;9.829088932e-12;6.078582191e-14;2.92819835e-09;2.027396133e-11;6.686899923e-10;3.33009488e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;3.472971981e-09;0.04495420099;0.1009855348;79.24496731;20.60909295
1905.424;1747837841.032;4:30:41 PM;1;3;3.805277447e-05;6.701604889e-06;3.932930641e-13;1.694814163e-14;4.84369822e-10;1.476504899e-12;1.679916206e-10;2.680347047e-12;9.733877766e-12;8.79566263e-14;2.911972441e-09;2.008828e-11;6.642923989e-10;3.344573099e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4.794594244e-10;0.04148362416;0.1020223573;79.26408217;20.59241185
1907.291;1747837842.899;4:30:42 PM;1;3;3.81827922e-05;6.660628969e-06;4.516669157e-13;1.316708244e-13;4.862653613e-10;1.482755216e-12;1.689916956e-10;2.60846878e-12;9.727755927e-12;7.754829222e-14;2.927907028e-09;2.023601772e-11;6.657555618e-10;3.368128042e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.264419998e-08;0.04184770561;0.1022638189;79.31275923;20.54312924
1909.157;1747837844.765;4:30:44 PM;1;3;3.798958642e-05;6.699031019e-06;4.845547249e-13;1.178713702e-13;4.843689339e-10;1.442057953e-12;1.680438844e-10;2.608424761e-12;9.753354374e-12;4.25179572e-14;2.933406407e-09;2.043366171e-11;6.703013145e-10;3.501386897e-12;4.945951756e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.277940715e-08;0.04049982316;0.1061907941;79.23878731;20.61452207
1911.023;1747837846.631;4:30:46 PM;1;3;3.782932617e-05;6.645325357e-06;5.312726713e-13;1.498500759e-13;4.848272894e-10;1.52585724e-12;1.681315642e-10;2.593827713e-12;9.705149878e-12;4.999999912e-15;2.93038882e-09;2.025354363e-11;6.736279867e-10;3.509602331e-12;5.383530671e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.634387191e-08;0.04315372187;0.1064280802;79.14320985;20.70720835
1912.89;1747837848.498;4:30:48 PM;1;3;3.791149356e-05;6.587008556e-06;4.730267827e-13;1.795662143e-13;4.875576609e-10;1.582212443e-12;1.684158785e-10;2.574176766e-12;9.773042618e-12;4.999999912e-15;2.935972354e-09;2.024162435e-11;6.704325983e-10;3.42978315e-12;9.629952136e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.673015792e-08;0.04485339963;0.1039625143;79.2488383;20.60234579
1914.756;1747837850.364;4:30:50 PM;1;3;3.799656406e-05;6.650420346e-06;4.422403199e-13;1.845309116e-13;4.858254909e-10;1.606452818e-12;1.683597983e-10;2.687589734e-12;9.775040152e-12;3.374445092e-14;2.929233078e-09;2.017841449e-11;6.674255593e-10;3.404631611e-12;6.681139068e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.600947069e-08;0.04569444973;0.1034166263;79.28029596;20.57059296
1916.623;1747837852.231;4:30:52 PM;1;3;3.801363709e-05;6.609764114e-06;4.056244273e-13;1.333549563e-13;4.860342129e-10;1.597889681e-12;1.681755013e-10;2.627285976e-12;9.657673099e-12;5.728865326e-14;2.906953789e-09;1.998219645e-11;6.664154228e-10;3.337553324e-12;6.603029247e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.031143267e-08;0.04554116106;0.101866015;79.18456456;20.66802826
1918.489;1747837854.097;4:30:54 PM;1;3;3.771562115e-05;6.658084658e-06;3.751043259e-13;9.05248573e-14;4.845592816e-10;1.493330416e-12;1.680428713e-10;2.684006663e-12;9.737553645e-12;7.711170434e-14;2.908891128e-09;1.999977094e-11;6.645400896e-10;3.333162739e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;6.451636647e-09;0.0422147413;0.1017409421;79.24098354;20.61506078
1920.355;1747837855.963;4:30:55 PM;1;3;3.772657874e-05;6.630071766e-06;3.669566007e-13;5.807969394e-14;4.821486543e-10;1.507186303e-12;1.6710891e-10;2.726795352e-12;9.74787525e-12;7.708431468e-14;2.906216823e-09;2.022853239e-11;6.67593536e-10;3.288283925e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;3.123176536e-09;0.04253802811;0.1003403644;79.15895064;20.69817097
1922.222;1747837857.830;4:30:57 PM;1;3;3.780844781e-05;6.624978141e-06;4.308657381e-13;8.132721113e-14;4.826242739e-10;1.480401197e-12;1.673762934e-10;2.624055704e-12;9.77232878e-12;6.74600214e-14;2.922258435e-09;2.013303239e-11;6.658409379e-10;3.44789735e-12;1.77102968e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;7.450405649e-09;0.0416881924;0.1049392235;79.28350003;20.56987255
1924.088;1747837859.696;4:30:59 PM;1;3;3.772532364e-05;6.660628969e-06;4.675154578e-13;9.563891698e-14;4.87234697e-10;1.443772402e-12;1.691612406e-10;2.559549361e-12;9.766167042e-12;2.216127536e-14;2.935553578e-09;2.031570225e-11;6.720636825e-10;3.412781993e-12;5.025004664e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.021867681e-08;0.04042354665;0.1033221049;79.20869477;20.64755958
1925.955;1747837861.563;4:31:01 PM;1;3;3.774608558e-05;6.673402368e-06;5.002871489e-13;1.552847477e-13;4.851103408e-10;1.537194092e-12;1.682785578e-10;2.591839287e-12;9.632943748e-12;5.676894434e-14;2.936027643e-09;2.012976071e-11;6.708980593e-10;3.439432766e-12;6.738636342e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.577970854e-08;0.04345198379;0.1042087817;79.23788149;20.61445775
1927.821;1747837863.429;4:31:03 PM;1;3;3.764783833e-05;6.622447472e-06;4.66228564e-13;1.491118427e-13;4.842093393e-10;1.543769236e-12;1.683124612e-10;2.587593768e-12;9.709841438e-12;4.999999912e-15;2.92379343e-09;1.996883735e-11;6.652506879e-10;3.415421808e-12;6.563006432e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.411022007e-08;0.04381621538;0.1039733642;79.30101487;20.55119555
1929.687;1747837865.295;4:31:05 PM;1;3;3.789456605e-05;6.556774679e-06;3.989098819e-13;2.133679111e-13;4.835767897e-10;1.583007054e-12;1.675584949e-10;2.662980947e-12;9.72662402e-12;1.782578635e-14;2.921208608e-09;1.99644485e-11;6.655373475e-10;3.341348899e-12;5.203172962e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.751616269e-08;0.0451527023;0.1017193026;79.28450299;20.56862501
1931.554;1747837867.162;4:31:07 PM;1;3;3.787706737e-05;6.668290098e-06;3.907761159e-13;1.137395028e-13;4.820342459e-10;1.633416492e-12;1.676435241e-10;2.669491147e-12;9.771993111e-12;4.433997928e-14;2.928318921e-09;2.020130764e-11;6.677168818e-10;3.351355434e-12;9.871193218e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;7.741695097e-09;0.04628308659;0.1017063898;79.26994931;20.58206121
1933.42;1747837869.028;4:31:09 PM;1;3;3.785626541e-05;6.668290098e-06;3.271885529e-13;5.619744443e-14;4.834225797e-10;1.508008128e-12;1.678340245e-10;2.678234154e-12;9.792099423e-12;8.517033514e-14;2.92232083e-09;2.011396258e-11;6.656264429e-10;3.328111007e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.721601076e-09;0.04235868357;0.1011966783;79.28951025;20.56693439
1935.287;1747837870.895;4:31:10 PM;1;3;3.769470277e-05;6.683646461e-06;3.928435539e-13;4.97447576e-14;4.825178035e-10;1.502531172e-12;1.67693151e-10;2.637874294e-12;9.780113351e-12;8.975720828e-14;2.913301822e-09;2.003920987e-11;6.65430322e-10;3.31838463e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;3.204837974e-09;0.04234200509;0.1011467896;79.24484453;20.61166668
1937.153;1747837872.761;4:31:12 PM;1;3;3.778610335e-05;6.735072475e-06;4.134536138e-13;7.487501558e-14;4.859159186e-10;1.407408912e-12;1.682290557e-10;2.597507496e-12;9.735186615e-12;4.999999912e-15;2.905380603e-09;2.017692957e-11;6.622368764e-10;3.381726973e-12;5.742310788e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;7.00690435e-09;0.0396518159;0.103416976;79.27635446;20.58057675
1939.019;1747837874.627;4:31:14 PM;1;3;3.792828284e-05;6.681078503e-06;4.654220802e-13;1.979236951e-13;4.848056956e-10;1.514049628e-12;1.682584072e-10;2.561354774e-12;9.725896304e-12;4.999999912e-15;2.921151321e-09;2.022243137e-11;6.644644279e-10;3.418390787e-12;9.542136504e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.879845177e-08;0.04308924999;0.1042118442;79.30610275;20.54659615
1940.886;1747837876.494;4:31:16 PM;1;3;3.790927803e-05;6.630071766e-06;5.194157279e-13;1.454165564e-13;4.846145707e-10;1.521419926e-12;1.677437911e-10;2.558219261e-12;9.688866896e-12;4.999999912e-15;2.914018138e-09;2.001915474e-11;6.67045974e-10;3.414375336e-12;7.938623175e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.561752693e-08;0.04326845806;0.1041818533;79.20966199;20.6428877
1942.752;1747837878.360;4:31:18 PM;1;3;3.79489793e-05;6.686208053e-06;4.855851506e-13;1.983094814e-13;4.849139978e-10;1.625595708e-12;1.686147472e-10;2.621403311e-12;9.715454136e-12;4.999999912e-15;2.930528931e-09;2.015411622e-11;6.696504462e-10;3.421373644e-12;9.808517524e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.841680868e-08;0.04630731101;0.1038872231;79.23283533;20.61697013
1944.619;1747837880.227;4:31:20 PM;1;3;3.794773147e-05;6.66317419e-06;4.442903022e-13;1.498062742e-13;4.854884827e-10;1.58750671e-12;1.682171485e-10;2.658834958e-12;9.738712441e-12;4.999999912e-15;2.913375763e-09;2.015876355e-11;6.661590168e-10;3.266186583e-12;3.50258322e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.309225254e-08;0.04523583706;0.09953178359;79.22712165;20.62811072
1946.485;1747837882.093;4:31:22 PM;1;3;3.790669507e-05;6.704166481e-06;3.634345429e-13;1.286406284e-13;4.828427103e-10;1.61697088e-12;1.671070643e-10;2.684340163e-12;9.77022456e-12;2.165400089e-14;2.918920661e-09;2.002538586e-11;6.658430474e-10;3.307387133e-12;1.655636349e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8.40825815e-09;0.0459408386;0.1006612675;79.26691582;20.58648207
1948.351;1747837883.959;4:31:23 PM;1;3;3.79577541e-05;6.681078503e-06;3.649145331e-13;4.597381097e-14;4.835651879e-10;1.560174624e-12;1.687112672e-10;2.718441357e-12;9.77703335e-12;1.982850936e-14;2.933018939e-09;2.026994718e-11;6.70662359e-10;3.267245849e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.467528577e-09;0.04375754986;0.09887411025;79.22728756;20.63008078
1950.218;1747837885.826;4:31:25 PM;1;3;3.798828766e-05;6.729920187e-06;3.483407681e-13;3.255020223e-14;4.845426282e-10;1.507379941e-12;1.685622336e-10;2.667792853e-12;9.786936886e-12;6.995808419e-14;2.936095145e-09;2.016616561e-11;6.698226418e-10;3.292037866e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2.284135593e-10;0.04208521853;0.09958248666;79.26581506;20.59251723
1952.084;1747837887.692;4:31:27 PM;1;3;3.802268111e-05;6.66317419e-06;4.069830139e-13;4.116789171e-14;4.84910001e-10;1.473738883e-12;1.686338569e-10;2.656653326e-12;9.744519427e-12;1.246337153e-13;2.940157229e-09;2.045325367e-11;6.722398194e-10;3.359334512e-12;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;3.127611089e-09;0.04107431313;0.1014801128;79.2313331;20.62611248
1953.951;1747837889.559;4:31:29 PM;1;3;3.801638013e-05;6.622447472e-06;4.392494127e-13;8.194500308e-14;4.839717516e-10;1.493420622e-12;1.681431799e-10;2.561060955e-12;9.721597659e-12;4.624162923e-14;2.925739651e-09;2.030782487e-11;6.674630848e-10;3.446464468e-12;2.043086498e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;7.643351404e-09;0.04202942315;0.1047414148;79.26180374;20.59142542
1955.817;1747837891.425;4:31:31 PM;1;3;3.793727228e-05;6.665742603e-06;5.011165094e-13;1.553653853e-13;4.848096369e-10;1.524315505e-12;1.692520846e-10;2.595866447e-12;9.630333857e-12;2.799219427e-14;2.931628496e-09;2.02897265e-11;6.684813258e-10;3.439533163e-12;4.115445777e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.593223476e-08;0.04314246889;0.1043560678;79.26448664;20.58801483
1957.683;1747837893.291;4:31:33 PM;1;3;3.808807742e-05;6.652976481e-06;4.982107392e-13;1.956262436e-13;4.84937035e-10;1.532911276e-12;1.68612263e-10;2.581630656e-12;9.674022868e-12;1.499471764e-14;2.933095322e-09;2.011167448e-11;6.679684028e-10;3.407077355e-12;6.871502607e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.942255616e-08;0.04350289107;0.1033783473;79.28833623;20.56478253
1959.55;1747837895.158;4:31:35 PM;1;3;3.797120371e-05;6.584477887e-06;4.68014245e-13;1.960314913e-13;4.847959811e-10;1.55922302e-12;1.675993927e-10;2.639730882e-12;9.700680363e-12;4.999999912e-15;2.924244846e-09;2.011205091e-11;6.739873659e-10;3.361942018e-12;6.160920569e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.828632182e-08;0.04430022819;0.1020361406;79.10670779;20.74695584
1961.416;1747837897.024;4:31:37 PM;1;3;3.786975503e-05;6.668290098e-06;4.099280323e-13;1.147271704e-13;4.845832624e-10;1.574976911e-12;1.680414696e-10;2.730077449e-12;9.800544057e-12;4.999999912e-15;2.929533283e-09;2.037998242e-11;6.700484612e-10;3.368536136e-12;5.895585804e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8.963522418e-09;0.04448454917;0.1022082146;79.22376425;20.62954299
